aX,aY,aZ,gX,gY,gZ
-0.493,-0.068,-1.012,-192.688,-72.632,46.936
-0.675,-0.084,-1.039,-193.787,-67.383,16.296
-0.923,-0.250,-1.051,-170.471,-53.589,-1.038
-1.087,-0.560,-1.175,-145.203,-27.222,5.005
-1.078,-0.769,-1.333,-130.859,2.441,44.006
-1.038,-0.758,-1.494,-133.667,26.489,100.098
-1.029,-0.612,-1.851,-158.264,47.607,147.949
-0.933,-0.270,-2.274,-194.397,67.871,170.959
-0.754,0.174,-2.475,-215.698,72.205,174.072
-0.640,0.578,-2.491,-200.684,56.946,176.819
-0.527,1.043,-2.321,-144.104,37.354,188.049
-0.420,1.328,-1.908,-45.044,18.555,211.914
-0.383,1.527,-1.515,70.007,-0.793,241.516
-0.465,1.656,-1.159,163.574,-17.883,258.301
-0.479,1.788,-0.947,207.214,-20.203,245.178
-0.436,1.829,-0.908,194.885,-5.676,202.576
-0.383,1.608,-0.861,151.733,4.456,132.507
-0.286,1.188,-0.795,102.966,-0.732,40.039
-0.142,0.640,-0.771,50.598,-13.672,-46.143
0.002,0.199,-0.806,-4.089,-26.306,-101.990
0.154,-0.065,-0.883,-54.565,-30.396,-123.840
0.296,-0.182,-0.925,-86.487,-28.931,-119.690
0.352,-0.242,-0.925,-89.722,-26.062,-98.083
0.372,-0.268,-0.865,-71.533,-21.118,-66.833
0.378,-0.243,-0.789,-44.556,-11.353,-30.396
0.342,-0.133,-0.762,-20.203,2.014,6.348
0.303,0.044,-0.801,-1.099,18.250,37.964
0.270,0.232,-0.878,14.038,33.142,59.265
0.236,0.378,-0.952,26.001,43.518,68.359
0.207,0.456,-1.041,32.837,49.133,65.674
0.208,0.478,-1.091,35.278,48.401,53.528
0.220,0.439,-1.108,32.654,41.138,36.560
0.244,0.367,-1.086,24.780,29.785,18.250
0.252,0.293,-1.044,11.719,17.578,2.197
0.260,0.248,-1.020,-3.418,8.362,-7.751
0.266,0.210,-1.024,-15.198,3.662,-12.939
0.287,0.174,-1.027,-20.020,1.709,-13.367
0.291,0.164,-1.022,-19.348,1.038,-9.460
0.280,0.175,-1.009,-15.686,1.892,-3.357
0.262,0.213,-0.998,-9.460,3.357,2.686
0.255,0.247,-0.989,-2.502,4.761,7.935
0.243,0.276,-0.983,2.930,5.737,10.315
0.242,0.289,-0.991,6.042,6.104,9.521
0.246,0.290,-0.995,7.080,5.493,6.042
0.246,0.280,-0.997,5.188,4.517,1.709
0.250,0.266,-1.000,0.916,3.540,-2.991
0.255,0.259,-1.001,-4.517,2.319,-7.812
0.254,0.255,-1.000,-9.277,0.732,-11.902
0.250,0.251,-0.993,-11.902,0.000,-14.526
0.251,0.234,-0.985,-11.353,-0.488,-15.381
0.259,0.194,-0.989,-8.240,-0.488,-14.709
0.282,0.145,-0.987,-4.089,-0.732,-12.268
0.287,0.112,-0.971,-0.916,-1.038,-7.568
0.287,0.104,-0.957,0.427,-0.488,-1.953
0.272,0.136,-0.954,0.793,-0.366,2.686
0.259,0.184,-0.949,-0.061,0.000,6.348
0.247,0.224,-0.937,-0.366,0.854,7.629
0.238,0.252,-0.940,-0.183,2.014,7.385
0.235,0.270,-0.951,-1.343,3.601,6.042
0.233,0.286,-0.967,-2.625,4.700,4.028
0.233,0.286,-0.988,-3.479,5.188,1.404
0.242,0.268,-0.999,-3.113,4.700,-1.465
0.252,0.243,-0.995,-1.831,2.930,-4.456
0.258,0.220,-0.982,-1.160,1.038,-6.409
0.257,0.215,-0.975,-1.526,-0.549,-7.080
0.267,0.209,-0.973,-1.404,-1.404,-7.202
0.269,0.182,-0.969,-0.366,-2.441,-7.141
0.283,0.154,-0.959,0.671,-3.601,-6.042
0.288,0.132,-0.953,0.977,-4.333,-4.089
0.281,0.117,-0.934,-0.061,-4.578,-2.502
0.287,0.112,-0.918,-2.075,-4.150,-0.977
0.272,0.127,-0.912,-3.845,-3.052,0.793
0.263,0.163,-0.911,-4.883,-1.099,3.479
0.263,0.201,-0.919,-4.639,1.648,5.920
0.247,0.231,-0.938,-2.747,4.578,7.202
0.250,0.249,-0.959,-0.793,6.897,7.385
0.263,0.265,-0.979,0.305,8.362,6.226
0.263,0.272,-0.999,0.916,8.423,4.395
0.262,0.288,-1.023,0.427,6.958,2.197
0.265,0.297,-1.032,0.244,4.700,-0.488
0.269,0.278,-1.019,1.160,1.404,-3.662
0.269,0.253,-0.998,2.197,-1.221,-6.531

0.750,-0.814,-1.038,-218.506,35.217,300.293
0.759,-0.792,-0.986,-207.581,31.006,313.171
0.755,-0.775,-0.911,-194.153,28.381,321.899
0.760,-0.737,-0.873,-180.237,29.419,325.989
0.798,-0.670,-0.843,-168.579,33.325,323.914
0.813,-0.619,-0.831,-155.884,35.339,318.787
0.803,-0.575,-0.789,-138.794,32.043,314.514
0.740,-0.558,-0.750,-120.972,24.170,311.768
0.641,-0.548,-0.713,-107.300,16.235,308.655
0.570,-0.518,-0.697,-101.257,11.536,305.481
0.499,-0.480,-0.683,-100.708,9.644,303.345
0.413,-0.406,-0.681,-103.210,9.949,300.720
0.333,-0.291,-0.717,-107.849,10.071,295.410
0.276,-0.183,-0.779,-108.521,10.437,286.682
0.225,-0.121,-0.814,-100.769,10.010,276.611
0.103,-0.079,-0.851,-86.609,4.395,266.418
-0.165,-0.062,-0.901,-74.890,-3.357,255.981
-0.440,0.017,-0.974,-72.327,-11.841,245.850
-0.551,0.198,-1.049,-76.721,-17.578,231.750
-0.528,0.311,-1.107,-78.125,-23.743,210.571
-0.487,0.347,-1.154,-70.862,-32.776,180.359
-0.406,0.249,-1.180,-54.077,-41.382,147.888
-0.386,0.015,-1.142,-30.945,-54.443,122.253
-0.464,-0.249,-1.093,-15.564,-72.021,110.107
-0.673,-0.405,-1.064,-20.386,-89.294,110.046
-0.922,-0.326,-1.093,-45.959,-98.938,112.000
-1.092,-0.147,-1.146,-80.200,-94.727,107.056
-1.193,-0.027,-1.194,-101.746,-80.017,96.680
-1.267,0.018,-1.245,-104.065,-57.800,85.510
-1.251,0.037,-1.297,-94.238,-29.541,77.515
-1.235,-0.006,-1.391,-79.407,-2.014,74.768
-1.144,-0.020,-1.529,-69.214,21.729,73.364
-0.988,-0.012,-1.782,-74.829,44.983,70.007
-0.706,-0.004,-2.084,-86.792,57.007,72.021
-0.424,0.117,-2.181,-84.778,43.335,99.365
-0.298,0.318,-2.020,-57.312,5.127,145.630
-0.362,0.547,-1.728,-12.756,-36.987,191.040
-0.511,0.667,-1.355,43.213,-71.533,220.398
-0.608,0.755,-1.021,96.008,-88.318,230.652
-0.579,0.864,-0.807,122.925,-82.031,226.440
-0.519,0.957,-0.651,123.657,-64.697,211.060
-0.459,1.024,-0.569,101.807,-46.204,182.678
-0.397,1.089,-0.571,61.707,-28.015,144.592
-0.330,1.112,-0.661,16.052,-11.108,102.600
-0.245,1.080,-0.814,-21.118,1.526,59.143
-0.118,0.961,-0.975,-43.823,8.240,15.747
0.005,0.739,-1.065,-51.880,8.484,-23.071
0.094,0.486,-1.104,-50.354,3.845,-52.307
0.160,0.265,-1.092,-46.082,-2.747,-68.054
0.179,0.059,-1.076,-41.626,-9.827,-70.679
0.238,-0.038,-1.026,-41.382,-12.573,-63.538
0.268,-0.082,-0.987,-41.138,-13.367,-48.035
0.266,-0.049,-0.945,-37.292,-14.038,-27.222
0.240,0.037,-0.918,-29.419,-10.864,-6.653
0.206,0.134,-0.918,-18.005,-3.540,9.033
0.184,0.224,-0.938,-5.310,5.310,19.836
0.177,0.283,-0.964,6.287,14.038,24.963
0.178,0.319,-0.992,15.625,19.714,24.719
0.183,0.316,-1.003,21.790,21.301,20.081
0.190,0.286,-1.003,23.926,20.142,12.939
0.194,0.253,-1.006,21.729,17.517,6.287
0.215,0.192,-0.999,16.968,13.611,0.671
0.238,0.143,-0.994,7.690,8.118,-3.418
0.250,0.132,-1.002,-5.920,3.418,-5.432
0.249,0.158,-1.007,-19.165,0.000,-6.104
0.232,0.203,-1.012,-27.405,-2.136,-6.104
0.221,0.244,-1.018,-29.053,-2.930,-6.897
0.217,0.253,-1.010,-23.865,-2.625,-8.362
0.218,0.229,-1.005,-14.954,-1.343,-9.216
0.224,0.199,-1.002,-6.653,0.488,-9.033
0.229,0.175,-1.009,-1.221,2.563,-8.484
0.244,0.143,-1.012,1.587,4.272,-8.057
0.255,0.120,-1.013,1.892,4.333,-7.080
0.259,0.119,-1.021,-1.648,3.601,-5.249
0.256,0.137,-1.018,-5.798,2.258,-3.296
0.247,0.169,-1.020,-9.094,0.427,-1.953
0.242,0.208,-1.035,-10.742,-0.488,-1.648
0.243,0.231,-1.044,-9.216,-1.343,-2.197
0.239,0.219,-1.041,-4.395,-2.502,-2.991
0.235,0.200,-1.029,1.038,-3.235,-2.930
0.235,0.183,-1.019,5.127,-3.296,-2.014
0.222,0.175,-1.001,7.507,-3.662,-1.221
0.226,0.167,-0.970,8.240,-3.662,-1.221
0.211,0.163,-0.950,7.324,-3.601,-1.282
0.223,0.161,-0.931,4.639,-2.075,-1.221
0.223,0.170,-0.936,1.648,0.000,-1.465
0.225,0.181,-0.947,-1.160,2.014,-1.526
0.226,0.190,-0.965,-3.235,3.601,-1.831
0.229,0.198,-0.992,-3.845,4.333,-2.014
0.234,0.195,-1.015,-3.296,4.272,-2.197
0.244,0.182,-1.022,-1.099,2.380,-2.563
0.245,0.163,-1.015,1.099,-0.732,-2.930
0.246,0.161,-1.003,2.197,-2.930,-2.441
0.238,0.172,-0.979,2.686,-4.761,-1.709
0.225,0.189,-0.956,3.235,-4.944,-1.526
0.222,0.205,-0.951,3.235,-3.662,-1.404
0.224,0.214,-0.944,3.296,-2.075,-1.770
0.214,0.209,-0.946,3.357,-1.160,-3.296
0.223,0.187,-0.944,3.296,-0.671,-5.676
0.226,0.164,-0.945,2.808,-0.427,-6.775
0.231,0.157,-0.957,1.404,0.427,-6.836
0.249,0.157,-0.974,-0.488,0.793,-6.226
0.249,0.168,-0.981,-1.770,0.000,-4.944
0.249,0.170,-0.983,-2.319,-0.916,-3.479
0.255,0.183,-0.984,-2.502,-1.587,-1.465
0.245,0.204,-0.985,-2.625,-1.892,0.305
0.238,0.231,-0.982,-1.831,-1.282,0.977
0.232,0.242,-0.993,-0.183,-0.244,0.671
0.232,0.235,-0.989,2.869,0.427,-0.671
0.229,0.210,-0.983,6.104,0.671,-1.953
0.235,0.195,-0.977,9.155,0.732,-2.991
0.232,0.183,-0.967,11.230,0.977,-3.052
0.235,0.182,-0.961,12.329,1.892,-2.502
0.236,0.182,-0.961,13.184,3.113,-1.404
0.238,0.192,-0.962,13.306,3.601,-0.244
0.237,0.205,-0.968,12.695,4.089,0.427
0.241,0.219,-0.975,11.963,4.456,0.305
0.232,0.234,-0.979,10.986,4.639,-0.061
0.230,0.254,-0.991,10.254,5.066,-0.732

-0.965,-0.931,-0.838,-59.692,-125.793,115.723
-1.189,-0.926,-0.842,-97.839,-111.389,104.553
-1.326,-0.876,-0.941,-131.958,-80.200,98.145
-1.368,-0.811,-1.090,-151.245,-37.903,96.985
-1.370,-0.672,-1.312,-153.625,9.521,99.915
-1.288,-0.442,-1.658,-137.634,51.453,107.544
-1.122,-0.152,-1.994,-102.722,75.806,112.305
-0.868,-0.058,-2.207,-46.265,79.102,118.896
-0.643,0.024,-2.117,24.780,62.134,147.827
-0.641,0.151,-1.679,101.013,32.715,194.031
-0.714,0.307,-1.207,159.851,5.920,227.356
-0.810,0.501,-0.794,182.861,-14.038,234.070
-0.923,0.702,-0.497,160.095,-23.315,212.769
-0.969,0.916,-0.373,97.290,-16.357,168.823
-0.857,1.134,-0.602,12.207,3.845,111.450
-0.634,1.201,-1.011,-58.289,21.912,49.255
-0.361,1.161,-1.391,-87.341,27.039,-6.287
-0.138,0.870,-1.592,-70.251,17.151,-44.556
0.000,0.429,-1.605,-22.949,-1.404,-64.453
0.083,0.028,-1.436,19.958,-13.367,-67.322
0.118,-0.294,-1.210,46.143,-18.372,-53.345
0.156,-0.398,-1.001,51.880,-18.921,-32.593
0.138,-0.391,-0.838,41.992,-18.738,-13.916
0.107,-0.326,-0.751,25.208,-18.738,-1.282
0.091,-0.223,-0.737,5.493,-15.198,6.592
0.068,-0.095,-0.783,-11.719,-8.118,10.925
0.048,0.076,-0.906,-22.278,-0.061,13.184
0.069,0.219,-1.015,-21.362,8.118,12.573
0.075,0.304,-1.101,-9.033,13.733,9.583
0.084,0.289,-1.136,8.606,16.174,4.700
0.104,0.210,-1.124,25.696,16.479,0.305
0.116,0.120,-1.094,36.255,14.221,-1.648
0.123,0.045,-1.054,39.246,10.803,-2.441
0.140,-0.010,-1.016,35.217,7.202,-2.991
0.147,-0.038,-0.992,25.513,3.418,-3.235
0.146,-0.026,-0.986,10.925,-0.610,-4.211
0.141,0.010,-0.975,-2.930,-3.906,-4.944
0.124,0.068,-0.984,-10.010,-6.470,-4.639
0.108,0.112,-0.984,-9.766,-6.958,-3.784
0.095,0.126,-0.974,-5.005,-5.066,-3.540
0.088,0.111,-0.969,0.977,-2.075,-2.930
0.095,0.086,-0.975,4.333,1.404,-2.136
0.106,0.082,-0.998,3.540,3.784,-1.770
0.115,0.076,-1.025,-0.244,4.639,-2.441
0.122,0.076,-1.048,-5.371,3.418,-3.784
0.131,0.081,-1.059,-10.010,0.854,-4.883
0.131,0.081,-1.061,-12.268,-2.014,-6.042
0.138,0.089,-1.053,-13.000,-4.944,-7.690
0.143,0.076,-1.038,-11.841,-7.324,-9.949
0.141,0.053,-1.016,-8.423,-7.996,-10.986
0.143,0.037,-1.003,-4.822,-6.653,-9.521
0.137,0.034,-0.990,-2.319,-4.517,-6.226
0.127,0.046,-0.997,-0.427,-1.038,-3.235
0.121,0.057,-1.005,1.221,2.563,-1.221
0.121,0.069,-1.017,1.648,5.432,0.061
0.127,0.088,-1.029,1.465,6.409,0.488
0.134,0.093,-1.040,1.343,5.798,-0.183
0.145,0.091,-1.046,2.563,3.967,-0.916
0.150,0.080,-1.045,4.333,1.709,-1.648
0.142,0.071,-1.039,5.737,-0.366,-2.136
0.135,0.070,-1.021,5.615,-1.465,-2.686
0.120,0.078,-1.000,4.944,-2.197,-3.784
0.101,0.093,-0.980,3.601,-1.770,-5.371
0.090,0.104,-0.965,2.502,-0.488,-7.263
0.089,0.118,-0.965,1.709,1.953,-9.216
0.099,0.119,-0.984,1.831,4.822,-11.169
0.138,0.090,-1.016,2.747,6.958,-12.939
0.174,0.039,-1.046,4.211,6.653,-12.939
0.190,0.006,-1.052,5.737,3.418,-10.620
0.197,-0.015,-1.036,6.592,-0.122,-8.057
0.185,-0.026,-1.008,7.324,-2.441,-5.310
0.161,-0.024,-0.979,7.080,-3.784,-2.808
0.151,0.000,-0.960,5.737,-2.808,-1.343
0.138,0.026,-0.946,4.456,-0.916,-0.305
0.127,0.059,-0.951,3.784,1.343,0.122
0.125,0.078,-0.957,3.845,4.150,0.488
0.122,0.094,-0.968,5.188,6.836,0.732
0.118,0.102,-0.994,6.226,9.888,0.427
0.119,0.106,-1.013,7.385,12.146,-0.061
0.121,0.100,-1.028,9.399,13.611,-0.732
0.125,0.091,-1.040,10.071,13.306,-1.343
0.128,0.098,-1.049,9.583,11.902,-1.648
0.127,0.112,-1.049,8.667,9.155,-2.441
0.123,0.119,-1.039,8.423,5.920,-4.333
0.119,0.115,-1.020,8.545,3.296,-6.470
0.109,0.115,-1.007,8.667,2.136,-8.179
0.100,0.111,-0.999,7.751,2.563,-9.277
0.095,0.109,-1.001,6.287,3.662,-9.827
0.102,0.111,-1.008,4.822,4.761,-9.827
0.088,0.120,-1.013,3.784,5.798,-9.644
0.093,0.121,-1.015,2.869,5.920,-9.338
0.096,0.133,-1.019,1.587,5.859,-9.277
0.095,0.155,-1.030,0.977,5.188,-9.888
0.106,0.166,-1.037,2.136,4.089,-11.780
0.110,0.162,-1.035,4.517,2.686,-13.916
0.105,0.155,-1.024,7.751,0.916,-15.625
0.088,0.145,-1.016,10.620,0.305,-17.212
0.093,0.142,-1.006,12.939,1.343,-17.700
0.091,0.132,-1.003,14.771,3.174,-18.372
0.092,0.126,-0.998,16.357,4.578,-19.043
0.088,0.111,-1.001,17.395,6.226,-19.592
0.109,0.087,-1.004,17.700,6.775,-19.287
0.122,0.065,-0.997,16.235,5.493,-18.250
0.120,0.062,-0.987,12.512,2.930,-17.700
0.117,0.067,-0.980,7.629,0.854,-17.822
0.114,0.079,-0.981,3.418,-0.244,-18.555
0.108,0.093,-0.986,0.916,-0.610,-19.287
0.106,0.109,-0.996,0.610,0.000,-19.226
0.107,0.121,-1.006,2.686,1.526,-18.860
0.103,0.126,-1.010,6.653,3.601,-18.250
0.100,0.126,-1.007,12.512,6.104,-17.151
0.101,0.126,-1.003,19.714,9.521,-14.893
0.100,0.117,-1.003,27.832,13.733,-11.902
0.107,0.106,-1.002,35.156,18.005,-8.789
0.111,0.105,-1.010,40.100,21.729,-6.165
0.101,0.120,-1.031,41.931,24.658,-4.578
0.110,0.138,-1.046,42.847,26.001,-3.723
0.109,0.160,-1.059,43.823,25.635,-3.845
0.098,0.170,-1.058,44.861,24.475,-4.395

-1.355,-0.913,-1.258,-143.372,-47.546,20.874
-1.463,-1.243,-1.476,-117.310,-23.437,39.490
-1.417,-1.356,-1.831,-112.549,5.188,80.688
-1.265,-1.084,-2.342,-141.296,40.344,127.014
-0.955,-0.396,-2.751,-172.607,75.928,157.837
-0.762,0.376,-2.829,-147.766,94.482,174.866
-0.677,1.086,-2.527,-44.067,97.412,190.674
-0.660,1.350,-1.878,123.352,95.825,214.417
-0.659,1.229,-1.104,291.687,89.905,238.159
-0.705,1.036,-0.536,389.465,77.942,237.671
-0.658,0.905,-0.385,385.742,66.467,204.834
-0.576,0.662,-0.391,299.255,52.856,146.545
-0.404,0.490,-0.645,154.724,43.823,70.557
-0.153,0.482,-1.043,8.545,38.757,-2.014
0.044,0.408,-1.352,-78.796,16.602,-47.363
0.158,0.327,-1.529,-106.689,-12.390,-66.284
0.148,0.269,-1.523,-91.003,-37.048,-67.383
0.114,0.196,-1.338,-51.758,-48.218,-55.969
0.062,0.035,-1.034,-9.338,-46.875,-40.161
0.044,-0.089,-0.789,17.273,-37.903,-27.344
0.048,-0.161,-0.637,24.597,-26.917,-17.090
0.056,-0.151,-0.580,18.005,-15.930,-8.545
0.078,-0.107,-0.623,2.991,-3.662,-3.296
0.098,-0.050,-0.735,-11.047,8.606,-1.648
0.120,0.031,-0.877,-21.179,20.264,-1.221
0.158,0.127,-1.015,-26.306,28.015,-1.099
0.195,0.189,-1.112,-23.010,30.212,-2.258
0.209,0.212,-1.179,-12.512,26.672,-4.089
0.230,0.172,-1.204,0.793,19.836,-5.676
0.238,0.126,-1.185,14.282,11.841,-4.211
0.231,0.082,-1.124,25.269,4.578,-1.953
0.207,0.024,-1.039,30.457,-0.610,-1.648
0.178,-0.011,-0.963,28.931,-3.662,-1.770
0.149,-0.004,-0.909,21.851,-4.211,-1.160
0.135,0.031,-0.902,10.925,-1.831,-0.488
0.152,0.077,-0.913,1.038,0.732,-1.221
0.154,0.107,-0.934,-5.310,2.502,-2.686
0.156,0.121,-0.955,-6.714,4.272,-4.639
0.159,0.115,-0.979,-4.272,7.385,-6.165
0.168,0.095,-1.008,-0.061,10.925,-7.019
0.192,0.062,-1.042,2.441,12.695,-7.263
0.203,0.053,-1.067,0.732,11.597,-6.958
0.216,0.059,-1.088,-3.174,8.484,-6.958
0.219,0.071,-1.101,-6.836,4.333,-6.714
0.207,0.083,-1.102,-9.216,0.793,-5.920
0.196,0.098,-1.087,-9.094,-1.221,-4.639
0.186,0.096,-1.068,-6.653,-2.197,-3.601
0.180,0.088,-1.044,-3.540,-2.197,-3.113
0.172,0.075,-1.020,-0.488,-1.587,-2.808
0.176,0.059,-1.001,1.770,-0.427,-2.869
0.168,0.053,-0.989,2.747,1.282,-2.808
0.174,0.044,-0.994,3.723,3.845,-2.808
0.178,0.030,-0.991,4.822,5.737,-2.930
0.183,0.028,-0.996,4.211,6.958,-2.136
0.189,0.038,-1.025,1.709,7.263,-1.160
0.197,0.057,-1.041,-0.610,5.554,-0.183
0.194,0.070,-1.037,-1.038,2.869,0.183
0.180,0.083,-1.027,-0.732,0.122,-0.244
0.170,0.092,-1.015,-0.183,-1.343,-0.916
0.165,0.102,-1.011,-0.305,-1.343,-1.953
0.152,0.111,-1.008,-0.427,-1.038,-3.967
0.157,0.120,-1.001,0.305,0.000,-6.714
0.154,0.116,-1.002,2.075,2.075,-8.423
0.165,0.106,-1.018,4.150,4.395,-8.850
0.191,0.073,-1.024,7.141,5.371,-8.606
0.203,0.048,-1.018,9.949,4.150,-7.996
0.200,0.030,-1.010,10.986,2.380,-7.446
0.198,0.031,-1.005,10.254,1.892,-6.775
0.192,0.044,-0.997,9.338,2.014,-6.042
0.182,0.064,-1.000,9.033,2.563,-5.249
0.183,0.087,-1.003,9.583,3.357,-5.371
0.184,0.108,-1.007,10.742,4.150,-6.042
0.178,0.124,-1.003,13.062,4.150,-6.775
0.168,0.139,-1.001,15.381,4.883,-7.812
0.156,0.156,-1.005,18.066,7.019,-9.460
0.154,0.152,-1.023,21.240,10.010,-11.719
0.172,0.134,-1.032,23.682,11.902,-13.550
0.176,0.124,-1.039,23.132,11.108,-14.771
0.172,0.125,-1.041,20.020,8.362,-16.174
0.173,0.127,-1.036,15.564,4.822,-18.372
0.168,0.135,-1.025,11.597,1.099,-20.264
0.158,0.149,-1.014,8.423,-1.770,-21.912
0.144,0.162,-1.000,7.385,-3.296,-23.926
0.135,0.172,-0.984,8.484,-3.967,-26.184
0.135,0.170,-0.957,10.376,-3.540,-28.259
0.134,0.170,-0.949,12.451,-1.709,-30.151
0.126,0.176,-0.938,14.587,0.549,-32.043
0.123,0.164,-0.937,16.724,4.517,-34.180
0.133,0.130,-0.956,18.982,8.972,-36.072
0.175,0.093,-0.994,19.714,12.329,-35.278
0.209,0.070,-1.026,18.188,11.597,-31.738
0.219,0.067,-1.044,15.320,6.592,-28.259
0.208,0.076,-1.034,11.108,0.000,-25.513
0.197,0.093,-1.012,6.714,-5.859,-24.048
0.184,0.105,-0.990,3.845,-9.705,-23.499
0.169,0.110,-0.981,2.136,-11.169,-23.010
0.164,0.119,-0.959,1.526,-10.681,-22.400
0.151,0.137,-0.947,1.648,-8.301,-21.667
0.149,0.156,-0.946,2.686,-3.906,-21.118
0.155,0.175,-0.956,5.310,0.854,-20.264
0.158,0.185,-0.973,9.583,5.249,-18.860
0.159,0.190,-0.984,15.747,8.850,-17.334
0.149,0.198,-1.000,21.729,11.169,-16.418
0.147,0.204,-1.019,26.306,12.634,-16.724
0.153,0.204,-1.034,29.114,12.817,-19.287
0.161,0.192,-1.039,29.785,11.353,-22.766
0.148,0.192,-1.031,29.053,8.423,-26.001
0.144,0.207,-1.018,27.588,5.859,-28.748
0.136,0.220,-1.009,26.428,4.272,-31.067
0.131,0.242,-1.001,26.672,3.723,-32.410
0.113,0.254,-0.997,28.931,4.395,-33.508
0.116,0.253,-1.000,32.532,6.226,-35.400
0.115,0.240,-1.008,36.377,7.629,-37.231
0.119,0.234,-1.024,40.283,9.094,-37.903
0.127,0.224,-1.039,43.823,9.705,-37.476
0.138,0.218,-1.047,46.997,9.399,-36.377
0.127,0.223,-1.054,50.293,7.996,-34.851
0.135,0.228,-1.051,53.345,5.676,-33.508
0.162,0.237,-1.015,55.481,2.686,-32.227

-1.298,-0.961,-0.813,-159.607,-78.430,69.641
-1.533,-0.723,-1.041,-203.491,-22.461,66.895
-1.571,-0.552,-1.417,-210.632,37.415,55.603
-1.536,-0.749,-1.833,-190.979,93.384,44.006
-1.311,-0.967,-2.447,-165.955,136.414,47.485
-0.857,-0.715,-3.096,-148.865,156.799,84.839
-0.454,-0.116,-3.404,-124.695,145.874,139.343
-0.305,0.461,-3.165,-55.603,109.375,184.998
-0.374,0.887,-2.561,70.923,60.669,217.712
-0.492,0.958,-1.718,224.915,21.484,243.103
-0.665,0.805,-0.952,351.868,-9.399,263.977
-0.813,0.786,-0.213,392.334,-21.912,261.780
-0.940,1.020,0.147,328.186,-5.188,226.807
-0.883,1.258,-0.061,191.406,33.386,158.447
-0.586,1.353,-0.593,47.302,68.909,68.909
-0.237,1.139,-1.101,-45.044,69.641,-17.761
0.020,0.674,-1.440,-83.618,40.894,-85.388
0.232,0.162,-1.552,-89.478,5.981,-118.225
0.346,-0.227,-1.463,-77.148,-26.123,-111.816
0.386,-0.384,-1.192,-59.326,-46.936,-78.857
0.295,-0.368,-0.891,-39.551,-55.298,-41.382
0.177,-0.208,-0.675,-22.949,-49.377,-9.399
0.081,-0.021,-0.556,-8.911,-31.067,13.672
0.034,0.154,-0.600,2.197,-4.883,27.527
0.023,0.289,-0.754,8.789,21.484,31.006
0.077,0.375,-0.942,13.794,40.588,25.696
0.142,0.418,-1.102,17.578,46.265,15.503
0.184,0.397,-1.198,19.714,41.687,2.625
0.213,0.319,-1.206,22.339,31.433,-9.338
0.241,0.202,-1.167,25.879,18.494,-17.700
0.257,0.055,-1.091,27.771,6.348,-20.447
0.245,-0.038,-0.998,25.452,-3.235,-16.907
0.215,-0.040,-0.925,17.822,-8.606,-8.850
0.184,0.032,-0.874,8.118,-8.911,-1.770
0.144,0.143,-0.853,1.587,-6.897,1.465
0.130,0.204,-0.835,0.671,-3.601,0.671
0.128,0.220,-0.850,2.869,0.671,-1.587
0.154,0.210,-0.882,3.235,4.333,-4.883
0.180,0.184,-0.910,1.282,6.226,-9.583
0.196,0.152,-0.935,-2.869,7.141,-14.160
0.216,0.119,-0.972,-7.507,7.751,-17.334
0.248,0.088,-1.015,-11.597,7.935,-18.738
0.268,0.073,-1.031,-13.855,5.676,-17.334
0.258,0.078,-1.034,-14.771,2.197,-13.550
0.245,0.101,-1.011,-13.245,0.183,-8.850
0.232,0.117,-0.983,-8.545,0.427,-4.395
0.220,0.132,-0.967,-3.479,2.808,-1.038
0.205,0.151,-0.959,1.831,6.165,1.770
0.198,0.168,-0.962,4.883,9.521,3.235
0.194,0.178,-0.974,5.920,12.024,2.319
0.183,0.178,-0.978,6.042,12.939,0.305
0.176,0.182,-0.997,4.517,13.123,-1.343
0.195,0.179,-1.008,3.479,12.329,-3.052
0.202,0.152,-1.005,3.540,10.071,-5.615
0.215,0.116,-0.992,3.540,7.690,-6.287
0.220,0.096,-0.979,2.197,6.042,-4.761
0.211,0.106,-0.983,-0.610,5.981,-2.380
0.195,0.145,-0.992,-3.479,6.836,-0.793
0.181,0.186,-0.995,-4.333,7.874,-0.427
0.170,0.216,-1.004,-3.052,8.606,-0.977
0.171,0.222,-1.001,-0.366,9.338,-2.502
0.179,0.208,-1.001,3.479,8.972,-5.493
0.185,0.180,-0.997,7.385,8.057,-8.789
0.193,0.141,-0.990,10.498,7.385,-10.437
0.212,0.106,-0.986,11.169,6.775,-10.315
0.219,0.088,-0.988,9.460,5.493,-8.789
0.215,0.092,-0.989,6.226,4.089,-6.775
0.211,0.106,-0.975,3.662,3.174,-4.578
0.197,0.126,-0.964,2.930,2.808,-2.014
0.181,0.153,-0.964,3.052,3.723,-0.488
0.174,0.182,-0.976,4.578,5.554,0.000
0.182,0.192,-0.981,7.507,7.019,-0.732
0.177,0.190,-0.980,11.108,8.179,-2.014
0.171,0.180,-0.980,14.343,9.521,-3.174
0.180,0.162,-0.995,16.479,11.902,-3.235
0.192,0.153,-0.993,16.418,13.000,-3.784
0.187,0.155,-0.998,13.062,12.695,-4.822
0.178,0.174,-1.006,8.606,12.085,-5.859
0.175,0.192,-1.017,5.798,12.146,-6.714
0.167,0.215,-1.019,5.493,11.841,-7.507
0.160,0.235,-1.023,7.568,11.780,-8.362
0.145,0.243,-1.023,11.292,11.719,-9.827
