aX,aY,aZ,gX,gY,gZ
2.607,1.968,-0.083,90.271,-15.015,-19.165
2.559,1.914,-0.055,92.468,-3.357,-55.054
2.454,1.725,-0.044,79.773,13.611,-94.543
2.287,1.512,-0.107,57.922,32.166,-128.296
2.074,1.265,-0.202,41.138,44.861,-151.306
1.828,0.935,-0.262,36.987,49.194,-166.199
1.643,0.579,-0.274,36.194,47.058,-174.072
1.486,0.227,-0.284,31.860,36.316,-173.950
1.348,-0.093,-0.302,25.208,21.667,-170.166
1.281,-0.359,-0.275,16.113,7.080,-165.527
1.279,-0.510,-0.164,2.380,-4.761,-160.950
1.251,-0.646,-0.096,-12.390,-9.644,-157.654
1.184,-0.760,-0.050,-19.348,-8.179,-152.771
1.164,-0.827,0.008,-15.381,-0.488,-138.000
1.146,-0.870,0.020,-6.836,14.282,-110.657
1.140,-0.931,-0.049,-0.732,35.645,-83.008
1.158,-0.980,-0.182,-2.502,62.683,-63.599
1.200,-1.025,-0.377,-14.832,85.876,-51.819
1.247,-1.056,-0.564,-32.593,95.886,-45.166
1.259,-1.068,-0.687,-47.974,87.708,-38.879
1.194,-1.052,-0.716,-56.946,65.125,-31.189
1.058,-1.019,-0.672,-58.899,34.668,-22.827
0.926,-0.986,-0.600,-54.993,5.676,-10.864
0.785,-0.906,-0.498,-49.011,-16.541,6.836
0.649,-0.754,-0.389,-45.227,-30.029,28.687
0.530,-0.597,-0.336,-42.358,-33.264,48.645
0.436,-0.457,-0.280,-32.837,-29.175,65.247
0.401,-0.349,-0.248,-17.883,-17.883,77.576
0.369,-0.239,-0.263,-0.671,-3.540,84.961
0.305,-0.168,-0.286,18.250,5.554,89.111
0.209,-0.107,-0.270,31.616,6.714,90.820
0.169,0.047,-0.268,33.020,-2.197,91.736
-0.020,0.078,-0.363,24.780,-28.320,90.881
-0.045,0.128,-0.225,5.493,-50.659,78.369
-0.058,0.181,-0.109,-25.208,-72.510,63.660
-0.093,0.211,0.012,-58.044,-93.018,55.603
-0.093,0.266,0.102,-82.581,-105.286,51.758
-0.055,0.330,0.199,-92.590,-110.291,53.528
-0.064,0.419,0.288,-90.637,-108.643,62.927
-0.055,0.534,0.328,-78.125,-102.417,76.477
-0.023,0.612,0.324,-53.833,-95.215,89.355
-0.007,0.701,0.327,-23.132,-92.651,94.543
0.057,0.704,0.298,-0.671,-95.581,84.351
0.172,0.571,0.383,-0.244,-104.248,58.533
0.214,0.496,0.476,-30.518,-112.732,27.344
0.244,0.530,0.563,-80.811,-113.220,5.432
0.315,0.660,0.632,-126.953,-104.004,-4.272
0.436,0.797,0.674,-150.635,-88.257,-8.911
0.519,0.882,0.663,-146.423,-67.993,-11.169
0.612,0.847,0.603,-117.798,-46.021,-11.902
0.654,0.712,0.526,-75.989,-28.259,-14.893
0.677,0.501,0.481,-36.011,-16.479,-16.846
0.713,0.320,0.455,-12.695,-9.888,-16.785
0.734,0.237,0.412,-7.019,-6.348,-15.320
0.748,0.207,0.365,-10.071,-3.357,-13.184
0.756,0.200,0.316,-13.367,0.916,-12.390
0.754,0.178,0.275,-15.076,5.737,-14.343
0.787,0.123,0.227,-13.916,9.766,-17.517
0.841,0.042,0.175,-10.620,12.939,-19.958
0.862,-0.022,0.147,-7.812,14.282,-18.982
0.889,-0.071,0.130,-8.240,14.282,-14.709
0.887,-0.064,0.134,-13.000,13.611,-8.118
0.872,-0.012,0.135,-21.240,13.733,-1.282
0.863,0.065,0.130,-28.320,14.465,4.333
0.870,0.127,0.115,-30.579,15.442,7.446
0.886,0.159,0.078,-28.076,15.137,7.080
0.923,0.149,0.056,-23.804,12.817,4.456
0.929,0.140,0.043,-21.057,9.521,1.160
0.927,0.128,0.047,-18.433,5.676,-0.793
0.926,0.117,0.069,-14.587,2.197,-0.732
0.915,0.120,0.096,-10.986,-0.488,0.610
0.913,0.134,0.124,-7.690,-1.099,2.686
0.916,0.149,0.146,-4.822,-0.427,4.822
0.919,0.157,0.158,-2.197,1.221,6.958
0.929,0.152,0.155,-0.427,3.113,8.240
0.937,0.147,0.153,0.610,4.211,8.423
0.953,0.146,0.141,-0.488,4.456,8.057
0.966,0.148,0.132,-2.258,3.601,7.507
0.961,0.160,0.156,-4.333,2.075,6.897
0.958,0.191,0.168,-6.470,1.282,6.531
0.957,0.221,0.178,-7.263,2.014,5.859
0.955,0.234,0.188,-5.188,3.540,5.249
0.954,0.233,0.189,-1.099,5.432,5.249
0.954,0.213,0.183,3.113,7.935,5.127
0.955,0.182,0.181,6.531,9.949,4.761
0.950,0.151,0.176,8.179,11.658,4.700
0.951,0.125,0.174,7.019,12.695,5.188
0.950,0.117,0.169,3.418,13.489,5.798
0.954,0.127,0.154,-0.488,13.733,6.653
0.956,0.148,0.140,-2.563,12.817,7.629
0.957,0.162,0.130,-3.174,11.230,8.057
0.955,0.164,0.136,-2.625,9.644,7.385
0.942,0.167,0.150,-2.258,9.216,6.470
0.932,0.177,0.160,-1.587,10.071,5.127
0.936,0.180,0.162,1.099,12.390,3.601
0.940,0.165,0.158,5.310,15.015,2.258
0.938,0.144,0.161,9.155,17.212,2.014
0.939,0.138,0.155,10.193,18.982,2.747
0.937,0.142,0.149,9.277,20.264,4.028
0.931,0.150,0.141,7.996,21.484,4.517
0.924,0.159,0.128,6.348,22.522,4.211
0.937,0.156,0.113,4.700,23.010,3.174
0.943,0.151,0.091,2.991,22.583,1.648
0.951,0.145,0.084,2.258,21.057,0.793
0.951,0.165,0.098,2.808,19.287,0.549
0.948,0.192,0.099,4.822,18.677,0.061
0.945,0.192,0.105,10.620,19.287,-0.854
0.947,0.173,0.115,17.639,20.752,-0.977
0.946,0.154,0.108,21.729,22.400,-0.244
0.943,0.144,0.109,22.705,23.682,0.916
0.938,0.148,0.098,21.667,24.963,1.892
0.934,0.157,0.079,18.677,25.513,2.625
0.943,0.168,0.059,15.747,25.085,2.869
0.958,0.168,0.042,13.550,23.376,2.625
0.961,0.158,0.042,12.939,20.996,2.502
0.967,0.145,0.038,12.756,18.677,3.357

1.714,0.588,-0.484,65.613,-46.570,9.094
1.827,0.720,-0.506,80.322,-57.800,2.625
1.894,0.815,-0.507,91.003,-67.383,-7.507
1.931,0.834,-0.465,96.375,-73.120,-21.179
1.930,0.802,-0.398,90.393,-70.984,-34.790
1.904,0.769,-0.312,69.763,-59.509,-46.631
1.894,0.758,-0.268,37.842,-40.039,-57.129
1.889,0.743,-0.260,4.150,-18.066,-65.918
1.882,0.716,-0.286,-23.926,0.244,-72.144
1.914,0.656,-0.309,-42.175,12.756,-75.806
1.932,0.595,-0.299,-50.049,16.052,-77.576
1.868,0.507,-0.267,-48.279,9.766,-75.867
1.761,0.404,-0.212,-37.231,-2.136,-70.435
1.632,0.284,-0.109,-22.095,-15.625,-61.035
1.492,0.157,-0.020,-10.376,-26.794,-50.537
1.407,0.052,0.050,-7.324,-31.067,-40.466
1.325,0.041,0.088,-13.184,-29.724,-33.203
1.235,0.034,0.121,-20.996,-24.475,-31.738
1.206,0.002,0.140,-24.231,-14.832,-39.001
1.222,-0.092,0.109,-23.499,1.892,-53.772
1.249,-0.236,0.039,-19.775,19.348,-69.153
1.271,-0.412,-0.037,-19.958,31.982,-77.759
1.279,-0.550,-0.125,-31.250,38.513,-79.163
1.283,-0.601,-0.202,-51.941,39.063,-77.087
1.228,-0.574,-0.285,-72.205,33.936,-72.327
1.165,-0.536,-0.314,-80.322,22.827,-64.697
1.127,-0.522,-0.307,-77.087,9.399,-56.030
1.063,-0.537,-0.288,-68.542,-2.991,-47.974
0.969,-0.577,-0.260,-58.716,-14.404,-39.673
0.941,-0.609,-0.213,-54.138,-21.973,-29.602
0.931,-0.618,-0.173,-56.213,-24.780,-18.250
0.889,-0.560,-0.152,-62.805,-22.583,-5.188
0.806,-0.463,-0.125,-69.397,-16.968,8.911
0.719,-0.333,-0.121,-70.740,-10.620,22.339
0.652,-0.204,-0.138,-62.805,-3.845,33.142
0.587,-0.099,-0.191,-46.692,0.000,39.612
0.508,-0.065,-0.217,-24.353,-2.197,41.382
0.431,0.013,-0.271,-4.700,-10.559,39.917
0.397,0.049,-0.336,5.798,-24.353,33.142
0.382,0.016,-0.323,10.193,-40.710,20.325
0.344,-0.015,-0.250,4.395,-56.458,5.310
0.287,-0.046,-0.157,-11.597,-66.711,-5.859
0.250,-0.036,-0.094,-31.494,-65.369,-13.184
0.201,-0.037,-0.126,-45.471,-54.626,-16.174
0.164,-0.080,-0.106,-46.204,-42.114,-12.024
0.157,-0.164,-0.107,-41.077,-32.837,-1.343
0.122,-0.240,-0.134,-33.325,-29.114,17.029
0.045,-0.219,-0.129,-27.344,-32.166,43.335
-0.051,-0.097,-0.156,-27.222,-44.861,71.228
-0.135,0.116,-0.141,-31.982,-66.284,95.093
-0.159,0.379,-0.077,-44.617,-91.125,105.957
-0.148,0.648,0.058,-66.284,-115.234,99.854
-0.082,0.842,0.207,-91.553,-129.456,82.397
0.037,0.966,0.354,-110.779,-130.432,59.387
0.149,0.995,0.463,-118.042,-120.972,38.147
0.273,0.924,0.571,-113.953,-105.164,23.804
0.390,0.832,0.648,-106.201,-85.449,17.517
0.504,0.793,0.664,-99.731,-66.101,15.686
0.575,0.797,0.624,-91.736,-48.462,13.794
0.603,0.792,0.580,-77.148,-34.973,9.033
0.631,0.733,0.559,-55.054,-25.146,2.075
0.647,0.620,0.524,-27.954,-17.883,-5.005
0.682,0.444,0.502,0.916,-11.230,-11.169
0.718,0.238,0.481,25.452,-3.906,-13.550
0.770,0.061,0.439,38.757,4.333,-11.963
0.788,-0.035,0.407,39.917,11.047,-7.507
0.772,-0.055,0.373,32.471,15.930,-2.136
0.749,-0.024,0.350,22.766,20.386,4.272
0.745,0.015,0.323,16.052,26.184,9.521
0.755,0.036,0.289,13.367,33.386,12.451
0.784,0.049,0.247,13.062,40.466,15.686
0.813,0.075,0.188,11.902,46.326,19.287
0.847,0.111,0.135,10.437,49.683,21.423
0.876,0.140,0.085,8.667,50.415,20.752
0.896,0.158,0.046,7.202,48.950,18.860
0.922,0.165,0.018,6.104,46.143,17.212
0.938,0.173,0.000,5.249,41.931,16.113
0.948,0.183,0.000,5.188,36.377,15.930
0.954,0.206,-0.001,5.493,30.396,16.968
0.961,0.225,-0.004,7.935,24.292,18.982
0.977,0.219,-0.000,12.268,18.250,20.935
0.980,0.206,0.012,16.174,13.000,22.888
0.959,0.225,0.043,16.785,8.911,24.841
0.951,0.259,0.057,14.282,6.775,25.085
0.942,0.297,0.080,12.024,6.836,23.865
0.921,0.329,0.092,10.193,8.789,21.667
0.908,0.351,0.102,8.667,11.841,19.226
0.907,0.362,0.092,7.996,16.113,16.663
0.911,0.359,0.070,8.972,19.958,13.367
0.926,0.333,0.053,11.597,22.583,9.216
0.956,0.289,0.034,13.367,23.743,5.127
0.972,0.238,0.028,13.245,23.315,1.892
0.975,0.221,0.019,10.864,22.156,0.793
0.972,0.230,0.000,7.324,19.836,2.197
0.960,0.250,-0.003,4.822,15.808,4.395
0.943,0.269,-0.007,4.395,11.169,6.958
0.934,0.276,-0.002,6.470,6.104,9.399
0.916,0.282,0.030,10.376,1.648,11.108
0.919,0.279,0.065,15.259,-0.366,11.292
0.934,0.263,0.092,20.996,1.465,9.705
0.939,0.241,0.116,25.940,5.798,7.324
0.942,0.224,0.116,27.405,11.536,5.554
0.940,0.224,0.100,23.804,17.273,4.272
0.923,0.251,0.077,17.212,21.362,2.991
0.902,0.273,0.062,10.986,23.376,1.343
0.888,0.271,0.046,6.592,23.926,-0.427
0.910,0.233,0.036,4.211,23.682,-1.160
0.922,0.204,0.026,2.258,22.522,-0.793
0.922,0.214,0.021,0.793,20.935,1.160
0.932,0.230,0.004,0.916,18.860,3.418
0.919,0.250,-0.005,3.845,15.869,4.517
0.907,0.278,0.026,9.155,13.062,5.127
0.912,0.306,0.024,14.954,13.367,4.089
0.915,0.292,0.024,22.827,14.709,1.160
0.927,0.248,0.038,29.114,16.907,-1.038
0.943,0.205,0.025,28.687,19.165,-1.587
0.958,0.198,0.008,23.926,20.935,-1.587
0.955,0.205,-0.015,18.616,21.545,-1.709
0.957,0.211,-0.036,14.893,20.508,-1.953

1.793,0.505,-0.434,30.945,-50.171,-7.996
1.948,0.667,-0.440,17.639,-45.959,-16.418
2.107,0.807,-0.444,1.221,-38.452,-25.757
2.293,0.943,-0.455,-13.916,-30.701,-36.560
2.465,1.017,-0.455,-23.315,-27.344,-47.913
2.540,1.061,-0.428,-21.545,-31.982,-58.716
2.455,1.067,-0.337,-8.118,-44.373,-66.711
2.252,1.001,-0.213,13.611,-58.716,-72.998
2.053,0.806,-0.058,37.720,-68.909,-75.317
1.874,0.578,0.067,52.795,-71.716,-73.669
1.713,0.387,0.182,54.688,-67.688,-70.923
1.558,0.217,0.276,46.143,-58.533,-68.481
1.444,0.091,0.335,31.433,-45.227,-67.383
1.332,-0.013,0.349,14.587,-29.846,-65.918
1.243,-0.107,0.323,0.183,-12.268,-64.209
1.245,-0.168,0.239,-9.216,9.583,-64.575
1.240,-0.251,0.113,-11.597,29.602,-68.176
1.228,-0.364,0.016,-5.493,44.006,-72.754
1.199,-0.483,-0.079,1.526,50.781,-74.829
1.154,-0.607,-0.152,3.601,50.476,-71.045
1.117,-0.643,-0.193,-2.319,45.410,-61.157
1.067,-0.623,-0.242,-17.273,39.917,-48.584
1.000,-0.551,-0.283,-34.912,33.264,-38.025
0.917,-0.492,-0.290,-49.866,25.269,-30.457
0.847,-0.455,-0.272,-62.195,16.663,-26.794
0.807,-0.427,-0.228,-72.937,7.996,-24.597
0.752,-0.385,-0.185,-79.407,1.526,-22.278
0.704,-0.359,-0.147,-76.904,-2.319,-19.104
0.631,-0.341,-0.095,-65.613,-3.967,-12.451
0.558,-0.300,-0.075,-52.185,-2.869,-0.427
0.484,-0.247,-0.080,-40.894,-0.061,13.855
0.422,-0.192,-0.117,-31.616,3.601,26.978
0.416,-0.146,-0.167,-23.132,5.310,36.865
0.425,-0.082,-0.247,-19.165,2.747,41.443
0.395,-0.015,-0.328,-19.409,-6.714,37.842
0.390,0.012,-0.377,-23.010,-23.376,26.306
0.378,0.011,-0.350,-31.799,-41.443,8.301
0.316,-0.003,-0.324,-42.908,-58.105,-8.301
0.247,-0.040,-0.242,-51.270,-71.716,-16.113
0.185,-0.045,-0.177,-59.875,-80.994,-12.756
0.140,-0.032,-0.140,-66.101,-87.830,-1.953
0.080,-0.030,-0.060,-66.284,-93.750,13.489
0.002,0.033,0.007,-64.026,-99.365,32.288
0.003,0.133,0.034,-62.073,-104.858,49.194
0.020,0.239,0.042,-61.768,-110.229,57.312
0.019,0.279,0.119,-66.650,-115.356,54.077
0.025,0.278,0.164,-81.238,-116.638,44.678
0.039,0.256,0.206,-101.929,-112.732,36.682
0.078,0.267,0.263,-128.174,-105.103,33.630
0.137,0.362,0.312,-158.508,-98.083,34.729
0.200,0.554,0.355,-183.044,-92.590,37.781
0.286,0.730,0.412,-191.223,-86.426,41.138
0.388,0.855,0.475,-181.030,-78.247,43.091
0.458,0.910,0.500,-158.630,-67.627,41.870
0.527,0.898,0.514,-129.028,-56.335,36.682
0.584,0.820,0.527,-95.276,-48.340,28.992
0.626,0.700,0.559,-63.171,-43.640,20.752
0.650,0.598,0.586,-37.903,-39.978,11.475
0.662,0.490,0.591,-19.531,-35.461,2.136
0.672,0.354,0.610,-4.028,-28.625,-4.639
0.679,0.224,0.594,7.629,-19.287,-8.118
0.692,0.108,0.554,15.686,-8.118,-7.385
0.714,0.014,0.503,19.897,3.174,-3.845
0.747,-0.033,0.449,17.761,14.343,0.916
0.769,-0.032,0.384,9.155,24.353,6.836
0.786,0.009,0.322,-1.587,32.166,11.780
0.804,0.054,0.265,-9.888,37.903,15.137
0.829,0.092,0.223,-14.343,41.321,17.212
0.858,0.146,0.177,-16.418,42.969,18.616
0.864,0.206,0.127,-15.381,42.542,19.043
0.883,0.241,0.105,-8.911,39.795,18.250
0.907,0.245,0.093,0.427,35.828,17.090
0.917,0.233,0.103,9.399,31.616,16.296
0.932,0.219,0.111,14.465,27.832,16.541
0.951,0.209,0.123,14.099,25.330,16.724
0.965,0.222,0.136,9.155,23.193,16.724
0.977,0.258,0.132,2.747,21.301,17.090
0.990,0.299,0.127,-1.282,18.921,17.273
0.989,0.344,0.120,-2.197,15.747,17.334
0.977,0.391,0.132,-0.183,12.207,17.029
0.967,0.429,0.133,4.456,10.132,14.709
0.954,0.431,0.146,12.024,9.460,10.498
0.955,0.392,0.167,18.860,10.315,5.615
0.954,0.340,0.168,20.813,12.268,1.099
0.954,0.298,0.168,18.555,14.526,-1.221
0.954,0.274,0.160,13.672,16.479,-2.136
0.948,0.267,0.149,8.240,17.578,-2.686
0.950,0.251,0.139,4.456,17.761,-3.296
0.948,0.231,0.135,1.526,17.334,-3.601
0.940,0.217,0.137,-1.892,16.968,-3.235
0.931,0.220,0.132,-4.700,16.357,-1.892
0.916,0.239,0.125,-4.883,15.808,-0.549
0.913,0.261,0.113,-2.136,14.282,0.610
0.924,0.257,0.101,4.456,12.085,1.160
0.950,0.220,0.110,12.146,8.789,1.099
0.943,0.188,0.125,16.113,5.981,0.977
0.929,0.172,0.146,15.381,4.028,1.587
0.922,0.176,0.166,11.353,3.601,2.808
0.907,0.200,0.175,5.615,3.479,3.723
0.901,0.231,0.186,1.648,3.784,4.395
0.885,0.260,0.180,1.160,3.906,5.371
0.873,0.273,0.186,4.333,3.479,6.409
0.865,0.295,0.218,8.484,3.418,6.470
0.871,0.306,0.227,12.817,5.859,3.296
0.873,0.276,0.240,18.494,10.864,-0.854
0.876,0.221,0.247,20.935,17.334,-4.150
0.881,0.194,0.223,15.503,24.109,-6.348
0.877,0.220,0.191,6.104,29.541,-6.653
0.863,0.267,0.152,-1.465,32.349,-6.531
0.865,0.297,0.124,-4.150,32.898,-7.080
0.882,0.285,0.102,-1.282,31.494,-8.362
0.900,0.239,0.100,4.578,28.503,-9.155
0.921,0.177,0.108,9.583,26.245,-8.728
0.925,0.136,0.110,11.597,24.841,-6.409
0.924,0.139,0.117,9.827,24.170,-3.113
0.923,0.166,0.092,6.287,24.475,-0.977
0.907,0.197,0.073,5.493,23.804,1.038
0.890,0.219,0.070,8.545,21.973,2.808
0.894,0.217,0.071,12.451,19.958,4.028

1.972,0.657,-0.580,-7.629,-22.278,-6.226
2.241,0.790,-0.634,-9.277,-19.775,-18.982
2.486,0.895,-0.674,-7.385,-19.531,-32.715
2.650,0.976,-0.680,-3.906,-21.057,-46.875
2.686,1.052,-0.656,0.854,-23.193,-61.340
2.558,1.104,-0.573,9.094,-26.794,-74.707
2.350,1.077,-0.469,19.897,-30.884,-85.571
2.164,0.964,-0.315,29.968,-33.325,-91.431
1.956,0.837,-0.172,33.264,-32.410,-95.337
1.752,0.708,-0.036,31.494,-27.283,-98.206
1.610,0.565,0.072,27.405,-17.578,-99.060
1.495,0.424,0.094,21.667,-6.104,-99.609
1.355,0.264,0.087,18.921,2.502,-102.295
1.248,0.085,0.090,18.127,10.132,-107.666
1.183,-0.077,0.056,15.381,20.386,-114.868
1.108,-0.230,-0.008,14.160,29.053,-121.094
1.050,-0.382,-0.069,19.409,35.034,-124.146
1.013,-0.550,-0.082,27.527,37.720,-123.474
0.999,-0.732,-0.139,31.738,40.161,-119.751
0.963,-0.875,-0.175,30.090,38.818,-109.802
0.944,-0.965,-0.160,21.606,34.973,-92.590
0.905,-0.952,-0.155,2.197,34.363,-70.679
0.830,-0.853,-0.195,-22.095,36.987,-49.866
0.749,-0.737,-0.232,-41.077,38.208,-33.752
0.682,-0.638,-0.272,-51.514,36.804,-22.888
0.625,-0.593,-0.319,-54.565,32.654,-16.418
0.555,-0.592,-0.307,-51.025,25.940,-12.207
0.460,-0.565,-0.293,-47.913,18.738,-8.240
0.390,-0.559,-0.266,-45.715,12.390,-1.526
0.345,-0.526,-0.244,-42.847,7.019,6.470
0.323,-0.501,-0.239,-37.781,3.479,16.846
0.306,-0.459,-0.225,-29.114,0.122,28.198
0.255,-0.422,-0.197,-18.738,-4.089,42.358
0.244,-0.358,-0.188,-7.690,-8.728,60.547
0.219,-0.225,-0.196,1.221,-15.198,78.369
0.213,-0.076,-0.238,7.507,-24.475,91.492
0.199,0.048,-0.257,11.108,-39.673,92.346
0.189,0.111,-0.211,10.193,-59.387,82.214
0.218,0.115,-0.189,2.197,-77.026,67.383
0.214,0.095,-0.135,-11.536,-90.698,51.208
0.183,0.089,-0.044,-30.823,-97.961,37.781
0.179,0.107,-0.025,-52.246,-96.130,28.625
0.213,0.113,-0.009,-67.993,-88.989,25.940
0.254,0.098,0.012,-76.599,-81.421,28.931
0.280,0.093,0.025,-81.055,-77.087,34.607
0.307,0.105,0.038,-81.543,-77.148,41.626
0.340,0.149,0.047,-78.003,-80.688,47.424
0.353,0.206,0.062,-72.937,-86.975,48.340
0.378,0.211,0.114,-69.397,-93.994,45.410
0.368,0.242,0.189,-69.580,-95.825,40.405
0.417,0.259,0.234,-73.486,-87.952,34.790
0.609,0.282,0.349,-78.247,-76.843,30.701
0.428,0.164,0.070,-82.214,-81.543,30.212
0.545,0.125,0.092,-86.731,-62.012,26.733
0.695,0.132,0.151,-95.337,-37.781,24.597
0.682,0.173,0.177,-101.013,-34.241,26.550
0.691,0.244,0.217,-100.647,-35.339,33.142
0.722,0.320,0.226,-93.323,-33.142,41.199
0.717,0.377,0.230,-80.811,-30.640,46.631
0.712,0.425,0.223,-66.589,-27.222,48.645
0.718,0.437,0.225,-53.528,-23.315,46.082
0.742,0.428,0.219,-42.236,-19.409,38.208
0.785,0.375,0.227,-31.860,-15.320,28.687
0.819,0.304,0.242,-24.475,-11.414,20.569
0.840,0.253,0.249,-20.874,-6.897,15.625
0.848,0.222,0.238,-20.203,-1.282,13.672
0.858,0.201,0.216,-20.325,5.005,12.573
0.865,0.183,0.176,-20.264,10.620,11.719
0.884,0.164,0.133,-19.287,14.404,11.292
0.898,0.144,0.115,-18.860,15.930,11.047
0.905,0.140,0.107,-19.592,16.174,11.719
0.925,0.150,0.107,-21.057,16.785,12.512
0.942,0.173,0.103,-21.362,17.639,13.245
0.950,0.197,0.094,-19.592,18.677,13.611
0.960,0.214,0.073,-15.930,19.958,14.221
0.984,0.225,0.036,-11.658,21.179,14.771
1.000,0.224,-0.005,-7.385,21.057,13.672
1.014,0.214,-0.028,-4.089,18.677,11.658
1.026,0.204,-0.043,-2.747,14.771,9.338
1.036,0.191,-0.034,-2.686,10.193,7.446
1.037,0.193,-0.018,-3.296,5.981,6.775
1.039,0.206,-0.009,-4.272,2.380,6.775
1.036,0.215,0.001,-4.822,-0.427,6.653
1.028,0.213,0.016,-4.333,-2.563,6.653
1.016,0.210,0.042,-3.662,-4.272,7.019
1.001,0.223,0.060,-3.601,-4.517,7.507
0.993,0.233,0.065,-2.502,-3.296,7.507
0.988,0.227,0.072,-0.793,-1.465,6.836
0.987,0.219,0.069,0.122,0.427,5.676
0.987,0.221,0.064,-0.732,1.526,4.761
0.995,0.225,0.055,-1.892,2.075,3.906
0.999,0.230,0.044,-1.953,1.709,2.930
0.989,0.228,0.045,-1.038,0.244,1.831
0.990,0.211,0.049,-0.793,-1.160,0.427
0.988,0.190,0.057,-2.441,-2.014,-0.916
0.976,0.180,0.063,-5.310,-2.563,-1.526
0.973,0.171,0.067,-7.019,-2.563,-1.526
0.971,0.158,0.076,-7.324,-2.686,-1.160
0.965,0.152,0.087,-7.080,-2.380,-0.916
0.961,0.144,0.095,-6.470,-1.709,-0.793
0.955,0.133,0.113,-6.226,-0.977,-0.549
0.954,0.144,0.123,-8.118,0.793,-0.122
0.951,0.173,0.111,-10.437,3.662,-0.122
0.956,0.191,0.091,-9.888,5.859,0.061
0.958,0.194,0.072,-7.141,6.592,0.305
0.955,0.195,0.063,-4.333,5.371,0.366
0.955,0.192,0.067,-2.930,3.357,-0.061
0.953,0.181,0.077,-3.601,1.465,-0.854
0.954,0.169,0.091,-5.005,0.671,-1.160
0.964,0.160,0.104,-6.348,0.916,-0.854
0.964,0.165,0.114,-7.568,2.197,0.183
0.961,0.181,0.110,-7.874,4.333,1.404
0.960,0.197,0.107,-6.348,6.348,2.502
0.958,0.201,0.094,-3.967,8.057,2.930
0.960,0.197,0.087,-1.221,9.094,2.930
0.958,0.201,0.072,0.732,9.583,3.052
0.962,0.205,0.062,1.953,8.728,2.991
0.961,0.201,0.064,2.625,7.385,2.441
0.965,0.195,0.069,3.052,6.042,1.892

1.804,0.610,-0.500,4.578,-37.903,-7.874
1.913,0.738,-0.516,6.592,-43.274,-17.822
2.005,0.833,-0.509,9.399,-48.523,-29.602
2.058,0.878,-0.482,13.489,-52.612,-42.786
2.122,0.855,-0.413,17.944,-54.260,-56.702
2.168,0.778,-0.339,20.203,-54.749,-68.970
2.174,0.679,-0.240,20.386,-54.443,-77.271
2.104,0.620,-0.111,16.907,-52.429,-81.787
1.982,0.583,-0.014,9.705,-46.204,-83.008
1.862,0.505,0.051,1.282,-34.363,-79.712
1.760,0.420,0.090,-11.169,-18.127,-74.524
1.651,0.355,0.093,-30.762,-0.305,-69.336
1.559,0.298,0.047,-51.880,17.639,-66.284
1.499,0.248,-0.018,-67.444,31.982,-65.796
1.467,0.200,-0.089,-73.303,38.452,-69.946
1.438,0.145,-0.109,-65.308,36.072,-77.820
1.368,0.092,-0.117,-47.180,29.846,-86.609
1.286,-0.008,-0.104,-24.475,22.400,-94.666
1.202,-0.132,-0.082,-3.357,17.395,-99.243
1.138,-0.254,-0.077,9.888,15.686,-99.121
1.099,-0.378,-0.105,14.526,15.137,-95.093
1.041,-0.461,-0.136,11.841,11.475,-87.708
1.001,-0.522,-0.139,6.714,3.296,-78.430
0.993,-0.571,-0.083,0.977,-5.005,-67.566
0.923,-0.572,-0.030,-6.104,-11.108,-58.472
0.840,-0.576,-0.003,-10.010,-13.184,-50.110
0.776,-0.559,0.004,-11.292,-12.085,-40.161
0.698,-0.512,-0.011,-14.526,-9.583,-28.809
0.610,-0.437,-0.049,-17.944,-6.409,-16.541
0.519,-0.321,-0.060,-18.250,-6.104,-5.920
0.471,-0.207,-0.103,-15.503,-7.507,0.793
0.412,-0.174,-0.124,-8.545,-11.658,2.563
0.387,-0.185,-0.109,-2.075,-18.555,-0.427
0.389,-0.248,-0.112,-2.625,-25.696,-5.127
0.390,-0.307,-0.098,-9.033,-31.006,-8.057
0.379,-0.318,-0.061,-20.264,-33.813,-6.836
0.380,-0.279,-0.069,-31.860,-31.738,-2.502
0.368,-0.239,-0.087,-35.034,-27.161,5.981
0.343,-0.208,-0.066,-29.114,-23.499,23.193
0.328,-0.126,-0.077,-22.461,-22.095,46.082
0.319,0.045,-0.163,-17.273,-26.062,67.200
0.297,0.237,-0.245,-11.475,-39.673,76.538
0.268,0.311,-0.230,-9.399,-61.462,68.359
0.239,0.308,-0.161,-18.066,-84.106,45.105
0.183,0.257,-0.057,-34.180,-101.563,19.714
0.144,0.182,0.055,-51.880,-111.084,0.916
0.163,0.118,0.133,-67.993,-113.159,-8.667
0.224,0.076,0.193,-77.087,-112.244,-8.057
0.269,0.074,0.255,-79.102,-108.459,2.197
0.315,0.116,0.288,-75.745,-102.295,18.188
0.335,0.151,0.308,-65.186,-96.313,33.386
0.328,0.157,0.352,-49.805,-90.027,44.312
0.344,0.132,0.377,-38.330,-82.458,50.110
0.372,0.128,0.406,-38.513,-75.134,51.208
0.445,0.169,0.449,-56.274,-67.810,47.668
0.492,0.291,0.462,-87.097,-58.350,40.833
0.558,0.422,0.469,-112.610,-46.997,34.180
0.637,0.528,0.452,-122.437,-34.363,28.442
0.700,0.586,0.422,-115.906,-23.621,22.034
0.751,0.562,0.404,-95.520,-16.357,15.320
0.784,0.486,0.396,-69.580,-12.451,8.789
