aX,aY,aZ,gX,gY,gZ
-0.760,0.166,0.644,-3.357,71.777,18.616
-0.744,0.194,0.640,-4.639,72.388,21.118
-0.724,0.216,0.640,-4.028,71.045,22.339
-0.713,0.236,0.657,-1.831,68.176,22.217
-0.708,0.251,0.684,0.427,63.354,20.569
-0.714,0.256,0.717,0.488,59.021,16.296
-0.724,0.249,0.761,-1.221,56.091,10.498
-0.742,0.237,0.807,-3.601,55.176,5.615
-0.752,0.225,0.834,-5.920,57.739,2.197
-0.750,0.212,0.845,-7.324,63.171,1.160
-0.735,0.200,0.827,-6.531,69.519,2.258
-0.708,0.188,0.816,-4.150,76.172,4.761
-0.690,0.169,0.802,-1.404,80.139,7.324
-0.674,0.151,0.800,0.000,81.909,9.644
-0.660,0.135,0.810,-1.648,82.397,11.108
-0.654,0.123,0.826,-6.409,81.360,11.230
-0.647,0.122,0.846,-14.526,80.811,10.925
-0.646,0.126,0.868,-25.024,80.200,9.888
-0.653,0.149,0.882,-36.255,80.383,8.545
-0.652,0.185,0.873,-45.105,82.825,7.202
-0.647,0.212,0.871,-47.058,86.426,6.775
-0.637,0.224,0.868,-42.908,89.355,6.897
-0.621,0.233,0.865,-36.194,93.323,7.690
-0.602,0.232,0.863,-28.381,96.497,8.789
-0.584,0.223,0.867,-21.545,97.656,9.766
-0.568,0.215,0.875,-18.005,98.572,10.254
-0.560,0.207,0.881,-18.188,98.694,9.705
-0.545,0.192,0.882,-21.118,98.328,8.484
-0.527,0.191,0.884,-25.757,97.778,7.446

-1.643,0.090,1.036,24.658,-330.261,-106.201
-1.683,-0.078,1.125,40.649,-315.552,-100.159
-1.631,-0.264,1.146,39.368,-291.321,-93.323
-1.515,-0.391,1.055,18.494,-263.794,-84.473
-1.437,-0.420,0.928,-17.761,-240.479,-71.167
-1.414,-0.371,0.775,-57.983,-226.257,-55.481
-1.409,-0.247,0.624,-90.332,-221.680,-39.856
-1.488,-0.074,0.507,-109.741,-229.492,-25.635
-1.470,0.203,0.487,-120.544,-247.314,-15.686
-1.570,0.340,0.637,-121.216,-262.695,-6.287
-1.608,0.493,0.752,-106.140,-285.645,-9.033
-1.668,0.581,0.900,-88.928,-293.823,-10.315
-1.725,0.625,1.005,-67.444,-289.734,-10.803
-1.740,0.590,1.167,-41.138,-271.790,-13.245
-1.650,0.443,1.304,-13.611,-246.277,-16.602
-1.525,0.238,1.447,8.240,-220.764,-20.020
-1.422,0.037,1.498,18.433,-196.472,-20.813
-1.289,-0.088,1.510,14.648,-168.274,-15.747
-1.184,-0.127,1.475,0.061,-139.893,-6.470
-1.114,-0.046,1.380,-18.372,-113.892,2.625
-1.066,0.073,1.289,-35.095,-87.280,12.024
-1.038,0.224,1.159,-43.213,-66.833,19.653
-0.995,0.343,1.039,-43.701,-49.622,26.550
-0.959,0.458,0.920,-37.964,-38.574,30.701
-0.925,0.537,0.831,-29.541,-29.785,31.006
-0.909,0.585,0.774,-17.700,-26.428,27.893
-0.904,0.597,0.760,-4.822,-27.832,22.522
-0.908,0.556,0.779,8.484,-32.654,15.625
-0.907,0.475,0.843,19.409,-36.865,8.911
-0.908,0.389,0.905,24.597,-38.269,4.395
-0.921,0.353,0.957,22.034,-36.255,3.906
-0.936,0.358,0.988,14.587,-32.043,5.188
-0.954,0.387,1.001,8.057,-26.672,5.188
-0.973,0.405,1.007,6.104,-20.569,3.357
-0.991,0.383,1.013,8.667,-13.672,0.671
-1.005,0.337,1.000,12.390,-4.517,-2.136
-0.992,0.280,0.958,13.184,6.714,-4.883
-0.961,0.225,0.896,10.498,18.860,-6.226
-0.931,0.188,0.834,5.188,29.175,-6.226
-0.917,0.182,0.765,-0.854,36.987,-5.615
-0.912,0.198,0.694,-5.310,43.396,-4.272
-0.913,0.230,0.618,-5.127,49.316,-2.197
-0.904,0.255,0.543,0.122,54.382,-0.854
-0.892,0.254,0.491,9.644,57.800,0.366
-0.884,0.226,0.454,20.081,58.899,1.160
-0.879,0.181,0.429,27.832,58.899,1.221
-0.869,0.132,0.420,31.189,57.434,1.465
-0.859,0.095,0.414,29.846,55.664,2.075
-0.848,0.085,0.414,23.987,54.626,3.479
-0.835,0.102,0.409,16.174,54.138,5.188
-0.823,0.123,0.400,9.949,53.955,7.141
-0.816,0.149,0.396,5.554,53.467,9.338
-0.815,0.172,0.400,1.709,52.551,10.010
-0.813,0.191,0.399,-2.075,51.086,8.728
-0.808,0.205,0.406,-4.700,48.767,6.409
-0.810,0.228,0.410,-7.141,46.021,3.540
-0.823,0.240,0.417,-7.446,42.786,0.366
-0.834,0.244,0.440,-4.944,39.795,-0.854
-0.853,0.232,0.481,-0.244,37.659,-1.221
-0.881,0.212,0.539,4.517,37.109,-1.343
-0.893,0.189,0.585,7.751,40.100,-1.282
-0.886,0.173,0.618,9.277,44.983,-0.427
-0.875,0.177,0.634,8.972,50.232,1.282
-0.865,0.196,0.643,8.545,55.115,3.174
-0.851,0.213,0.657,10.376,58.472,4.578
-0.851,0.216,0.679,13.672,60.425,5.371
-0.859,0.208,0.698,17.151,63.049,5.798
-0.860,0.194,0.710,18.860,66.833,6.226
-0.855,0.182,0.709,18.250,71.716,6.897
-0.843,0.176,0.702,15.869,77.271,7.996
-0.827,0.172,0.692,12.207,82.275,8.972
-0.809,0.189,0.680,7.812,86.365,10.315
-0.784,0.210,0.669,4.944,89.233,12.329
-0.775,0.230,0.661,4.517,90.027,14.221
-0.773,0.238,0.662,6.470,89.783,15.137
-0.761,0.238,0.672,8.911,88.928,15.442
-0.748,0.231,0.684,9.827,87.524,14.771
-0.745,0.225,0.704,7.568,85.999,12.695
-0.739,0.215,0.730,2.991,85.266,10.071
-0.726,0.198,0.752,-2.625,85.815,8.118
-0.711,0.193,0.765,-9.094,87.646,7.629
-0.692,0.205,0.771,-15.930,89.111,8.362
-0.677,0.238,0.764,-20.874,89.905,8.972
-0.666,0.270,0.749,-21.545,90.393,8.972
-0.654,0.288,0.749,-15.808,89.966,9.338
-0.649,0.288,0.773,-7.385,88.379,10.132
-0.658,0.280,0.800,-1.038,86.670,10.559
-0.667,0.267,0.826,1.648,86.304,9.460
-0.671,0.247,0.849,0.427,88.013,7.446
-0.650,0.229,0.855,-3.784,90.820,5.432
-0.632,0.198,0.867,-9.521,92.957,4.028
-0.621,0.167,0.872,-16.907,93.567,3.113
-0.601,0.164,0.861,-25.635,94.482,2.869
-0.587,0.185,0.839,-32.104,95.520,3.113
-0.583,0.227,0.818,-32.104,96.558,4.211
-0.572,0.245,0.798,-25.085,97.839,5.432
-0.561,0.236,0.809,-12.817,98.267,6.836
-0.547,0.219,0.828,-3.113,98.572,8.362
-0.534,0.208,0.839,0.427,99.243,9.094
-0.522,0.199,0.848,-1.099,99.792,9.644
-0.516,0.199,0.847,-5.432,99.365,9.521
-0.496,0.196,0.843,-11.597,99.243,8.606
-0.473,0.184,0.836,-18.433,98.206,7.080
-0.459,0.167,0.833,-24.536,95.947,6.104
-0.444,0.151,0.836,-29.724,94.238,6.226
-0.430,0.152,0.829,-33.752,93.506,7.202
-0.417,0.176,0.824,-35.583,93.445,9.155
-0.408,0.213,0.828,-33.936,93.506,10.803
-0.397,0.239,0.823,-30.334,93.323,11.047
-0.381,0.261,0.824,-25.452,93.079,10.681
-0.370,0.275,0.831,-20.203,92.407,10.620
-0.355,0.286,0.835,-15.198,91.858,10.376
-0.336,0.289,0.838,-11.169,89.966,9.460
-0.323,0.276,0.843,-9.216,88.135,7.690
-0.301,0.268,0.830,-9.766,86.670,6.653
-0.279,0.256,0.833,-11.047,84.656,6.104
-0.268,0.247,0.840,-11.902,81.360,5.554
-0.255,0.241,0.843,-13.123,80.261,5.249
-0.246,0.240,0.847,-13.489,80.200,5.371

-1.699,-0.029,1.241,189.697,-446.167,-132.935
-1.754,-0.257,1.565,164.856,-421.082,-143.616
-1.713,-0.289,1.704,117.737,-382.385,-146.423
-1.661,-0.248,1.673,72.266,-347.839,-144.409
-1.613,-0.226,1.571,43.457,-329.163,-144.958
-1.548,-0.226,1.504,18.738,-323.364,-153.381
-1.546,-0.185,1.422,-8.118,-322.693,-164.001
-1.538,-0.112,1.325,-26.428,-326.111,-168.457
-1.553,-0.036,1.271,-26.917,-330.750,-164.978
-1.604,0.008,1.266,-10.071,-335.083,-155.273
-1.673,-0.016,1.298,16.968,-337.341,-144.592
-1.725,-0.115,1.349,43.884,-334.351,-135.498
-1.745,-0.259,1.374,60.181,-324.402,-127.441
-1.649,-0.297,1.402,61.096,-309.937,-117.981
-1.604,-0.368,1.424,53.101,-294.922,-105.164
-1.586,-0.434,1.395,39.673,-282.349,-96.313
-1.492,-0.379,1.379,17.700,-261.963,-84.839
-1.406,-0.344,1.324,-0.244,-243.530,-72.083
-1.325,-0.266,1.245,-16.235,-229.736,-64.941
-1.259,-0.168,1.173,-34.180,-214.233,-54.443
-1.202,-0.068,1.117,-45.044,-203.003,-44.067
-1.164,0.043,1.112,-47.302,-192.444,-35.278
-1.158,0.115,1.104,-41.443,-184.692,-29.602
-1.141,0.127,1.128,-28.992,-177.429,-26.184
-1.108,0.100,1.143,-15.442,-169.006,-23.193
-1.099,0.062,1.149,-6.714,-158.203,-19.836
-1.083,0.044,1.152,-4.761,-146.118,-16.846
-1.055,0.015,1.147,-7.996,-133.362,-14.099
-1.028,0.006,1.132,-12.756,-123.413,-11.963
-0.985,0.023,1.119,-18.738,-112.000,-9.766
-0.959,0.037,1.099,-23.804,-103.577,-6.836
-0.942,0.082,1.093,-27.710,-95.276,-3.113
-0.930,0.126,1.075,-28.137,-87.708,0.122
-0.925,0.161,1.067,-24.597,-79.590,4.272
-0.936,0.192,1.060,-19.348,-72.266,8.362
-0.943,0.208,1.062,-14.832,-63.904,11.169
-0.940,0.239,1.038,-13.306,-54.260,11.597
-0.921,0.259,1.013,-13.550,-45.349,10.437
-0.911,0.293,0.995,-14.771,-38.086,8.972
-0.911,0.329,0.959,-15.991,-32.410,6.287
-0.898,0.348,0.927,-14.343,-27.466,2.869
-0.882,0.340,0.903,-9.399,-22.644,-0.122
-0.869,0.309,0.891,-3.357,-18.372,-1.526
-0.864,0.270,0.886,1.221,-14.343,-2.258
-0.870,0.235,0.889,3.174,-10.193,-2.747
-0.875,0.206,0.893,2.014,-5.676,-3.113
-0.879,0.211,0.874,-2.075,-0.122,-3.418
-0.889,0.250,0.819,-5.676,7.141,-3.113
-0.894,0.278,0.758,-4.211,14.343,-2.014
-0.887,0.277,0.694,1.160,20.630,-1.526
-0.866,0.251,0.645,6.470,25.391,-1.526
-0.850,0.224,0.607,9.827,27.649,-1.709
-0.844,0.209,0.582,11.169,27.649,-2.014
-0.847,0.198,0.571,11.902,26.611,-2.686
-0.849,0.181,0.564,12.085,26.428,-3.418
-0.845,0.166,0.553,11.169,27.222,-3.845
-0.840,0.152,0.535,9.155,28.809,-3.601
-0.838,0.150,0.511,6.470,31.128,-2.808
-0.836,0.157,0.481,4.089,33.630,-1.648
-0.827,0.175,0.455,2.563,35.645,-0.366
-0.824,0.194,0.432,2.258,36.621,0.732
-0.827,0.206,0.421,3.601,36.438,1.465
-0.822,0.204,0.413,6.470,35.461,0.732
-0.813,0.186,0.416,8.728,33.813,-0.549
-0.810,0.166,0.426,9.094,31.738,-1.099
-0.810,0.156,0.425,7.385,29.968,-1.465
-0.816,0.160,0.416,5.554,29.541,-1.343
-0.816,0.169,0.396,4.822,30.518,-0.488
-0.807,0.176,0.379,5.188,31.494,1.282
-0.803,0.183,0.370,5.676,31.067,2.686
-0.794,0.179,0.370,5.920,28.809,2.869
-0.788,0.175,0.383,6.104,24.963,2.380
-0.788,0.172,0.401,5.676,20.386,1.587
-0.788,0.170,0.421,5.127,15.503,1.160
-0.800,0.169,0.441,4.150,11.841,0.610
-0.813,0.178,0.454,2.258,10.010,-0.061
-0.813,0.193,0.459,0.488,10.315,-0.122
-0.803,0.200,0.455,0.183,11.658,0.183
-0.789,0.208,0.453,0.244,12.634,0.854
-0.779,0.212,0.460,0.793,12.451,0.977
-0.773,0.216,0.472,1.465,11.353,0.610
-0.770,0.215,0.490,2.747,9.949,0.122
-0.771,0.214,0.506,3.967,8.484,0.122
-0.773,0.211,0.523,4.700,7.568,0.427
-0.781,0.216,0.535,4.639,7.324,0.977
-0.797,0.226,0.536,3.784,8.057,0.977
-0.799,0.236,0.534,2.563,9.644,0.488
-0.791,0.236,0.529,1.831,11.047,-0.671
-0.788,0.229,0.530,2.014,11.414,-1.343
-0.779,0.212,0.531,3.113,11.597,-1.587
-0.774,0.195,0.540,4.028,11.108,-1.221
-0.776,0.185,0.549,4.456,9.949,-0.854
-0.777,0.184,0.563,3.906,9.094,-0.305
-0.782,0.191,0.583,2.869,8.911,0.305
-0.791,0.209,0.595,1.953,9.521,0.488
-0.791,0.222,0.598,2.441,11.353,0.183
-0.781,0.217,0.605,4.150,13.184,0.549
-0.777,0.200,0.609,5.920,14.832,0.854
-0.777,0.184,0.608,6.653,16.846,1.648
-0.769,0.172,0.599,6.104,18.799,2.930
-0.763,0.179,0.592,3.967,20.142,4.028
-0.761,0.194,0.581,0.854,20.447,4.578
-0.763,0.216,0.576,-1.892,20.386,4.211
-0.762,0.231,0.573,-2.869,20.020,3.479
-0.761,0.236,0.568,-2.319,19.775,2.258
-0.757,0.227,0.571,-1.160,19.409,1.526
-0.752,0.216,0.577,0.061,18.433,0.916
-0.757,0.205,0.589,0.916,17.456,0.732
-0.763,0.197,0.608,1.038,16.968,0.366
-0.762,0.192,0.611,0.671,17.517,-0.305
-0.755,0.182,0.614,0.793,19.165,0.183
-0.747,0.179,0.615,1.099,20.630,1.221
-0.745,0.178,0.616,1.099,21.606,2.502
-0.750,0.182,0.624,0.305,22.522,3.235
-0.751,0.186,0.624,-0.854,23.804,3.174
-0.750,0.191,0.627,-0.854,24.902,3.174
-0.746,0.193,0.635,-0.366,25.696,2.991
-0.742,0.191,0.643,0.122,26.428,2.808
-0.738,0.185,0.651,0.610,27.039,2.747

-1.295,-0.339,1.105,67.078,-395.142,-169.067
-1.313,-0.221,1.196,14.771,-375.122,-171.570
-1.351,-0.067,1.195,-29.663,-353.882,-174.316
-1.386,0.037,1.166,-51.697,-334.839,-176.453
-1.416,0.066,1.135,-50.293,-316.589,-176.147
-1.430,0.015,1.108,-33.325,-299.316,-172.729
-1.414,-0.101,1.074,-12.573,-282.349,-167.480
-1.399,-0.181,1.027,-1.831,-265.259,-160.339
-1.403,-0.181,0.971,0.977,-252.563,-151.428
-1.449,-0.150,0.921,5.859,-249.146,-141.968
-1.516,-0.139,0.924,16.846,-253.906,-136.047
-1.582,-0.145,0.952,27.466,-259.766,-134.705
-1.645,-0.155,0.994,36.072,-264.465,-135.010
-1.710,-0.185,1.051,43.701,-268.616,-136.108
-1.742,-0.256,1.131,49.622,-269.775,-136.780
-1.717,-0.342,1.204,51.331,-264.343,-135.254
-1.641,-0.437,1.239,46.143,-249.268,-130.127
-1.541,-0.497,1.231,31.799,-225.830,-120.117
-1.444,-0.494,1.161,9.521,-198.792,-105.408
-1.359,-0.435,1.060,-14.771,-173.584,-89.111
-1.256,-0.288,0.949,-38.147,-153.748,-73.975
-1.267,-0.195,0.808,-54.932,-140.442,-58.289
-1.212,-0.048,0.697,-59.204,-135.864,-49.805
-1.162,0.005,0.659,-54.932,-140.015,-45.288
-1.178,0.058,0.589,-47.058,-154.236,-46.509
-1.201,0.050,0.599,-40.100,-163.391,-45.837
-1.239,0.033,0.638,-31.311,-171.021,-43.030
-1.239,-0.003,0.714,-23.621,-176.331,-38.147
-1.269,-0.013,0.784,-20.874,-180.359,-33.203
-1.296,0.008,0.817,-22.583,-178.589,-29.236
-1.278,0.028,0.864,-25.879,-169.434,-25.696
-1.266,0.041,0.883,-27.771,-162.415,-22.034
-1.243,0.047,0.909,-30.029,-153.259,-18.433
-1.218,0.065,0.919,-33.630,-142.212,-15.137
-1.200,0.089,0.911,-36.499,-132.690,-11.963
-1.164,0.124,0.903,-38.208,-124.084,-10.071
-1.146,0.140,0.908,-36.804,-117.065,-9.094
-1.135,0.142,0.929,-32.104,-110.474,-7.935
-1.128,0.149,0.947,-27.039,-101.685,-6.714
-1.114,0.142,0.954,-21.301,-91.064,-4.639
-1.089,0.134,0.964,-16.541,-79.468,-1.770
-1.064,0.138,0.966,-15.076,-67.749,0.610
-1.057,0.156,0.951,-16.907,-56.030,2.380
-1.040,0.187,0.921,-19.714,-44.495,3.906
-1.015,0.218,0.873,-21.240,-33.752,4.944
-1.004,0.255,0.826,-20.081,-24.841,5.859
-0.988,0.279,0.789,-17.334,-18.188,6.592
-0.977,0.300,0.765,-13.184,-13.550,5.310
-0.981,0.308,0.763,-7.935,-9.766,2.686
-0.982,0.297,0.768,-3.784,-6.897,-0.061
-0.986,0.268,0.780,-1.038,-3.601,-2.625
-0.994,0.241,0.780,-0.366,0.427,-5.127
-0.997,0.221,0.760,-0.916,6.226,-6.592
-0.998,0.192,0.736,-0.183,12.695,-7.141
-0.987,0.170,0.702,0.732,20.447,-6.836
-0.974,0.156,0.664,0.916,28.259,-5.188
-0.963,0.141,0.626,0.305,34.180,-3.174
-0.948,0.133,0.595,-1.465,38.879,-1.770
-0.939,0.136,0.566,-4.578,42.847,-0.610
-0.944,0.163,0.539,-7.263,46.082,1.221
-0.949,0.192,0.503,-8.484,49.500,2.136
-0.947,0.205,0.472,-7.019,52.856,1.831
-0.951,0.211,0.447,-3.540,56.030,1.831
-0.945,0.202,0.416,0.366,58.594,1.587
-0.930,0.191,0.398,3.845,59.814,0.488
-0.924,0.184,0.391,5.798,59.631,-0.916
-0.914,0.172,0.385,7.690,58.533,-1.892
-0.912,0.152,0.390,9.949,57.251,-2.563
-0.884,0.125,0.404,12.268,55.847,-2.014
-0.878,0.115,0.415,13.000,54.749,-1.343
-0.887,0.109,0.428,12.573,54.565,-0.305
-0.897,0.110,0.435,11.108,55.176,1.831
-0.902,0.110,0.433,8.606,57.495,3.479
-0.901,0.118,0.428,5.615,60.669,4.395
-0.897,0.137,0.422,3.113,63.232,5.127
-0.890,0.165,0.408,1.404,65.186,5.737
-0.891,0.186,0.399,1.648,66.040,5.981
-0.858,0.183,0.401,4.150,64.941,5.676
-0.852,0.180,0.402,6.531,62.439,4.272
-0.844,0.169,0.417,8.606,58.472,3.052
-0.836,0.154,0.438,9.888,54.443,2.808
-0.844,0.149,0.467,9.827,50.964,2.869
-0.860,0.156,0.492,8.179,49.255,3.174
-0.866,0.163,0.511,6.165,50.049,3.113
-0.876,0.168,0.532,4.700,53.162,2.747
-0.879,0.172,0.545,3.052,57.922,3.113
-0.865,0.182,0.546,1.099,62.927,2.991
-0.845,0.200,0.540,-0.854,66.956,2.686
-0.832,0.210,0.536,-1.099,68.848,2.197
-0.822,0.209,0.533,1.160,68.848,1.648
-0.803,0.199,0.539,3.784,68.115,1.221
-0.795,0.189,0.550,5.493,66.895,1.160
-0.784,0.178,0.562,6.165,65.552,1.831
-0.779,0.179,0.576,5.310,64.514,2.991
-0.779,0.189,0.585,3.479,64.514,3.906
-0.773,0.194,0.593,2.136,64.941,4.761
-0.768,0.208,0.600,1.038,64.819,5.127
-0.766,0.226,0.601,0.488,64.819,5.188
-0.754,0.239,0.605,1.587,64.575,4.822
-0.744,0.239,0.617,4.028,63.721,3.540
-0.729,0.224,0.636,6.592,61.951,1.709
-0.718,0.198,0.666,7.568,60.120,0.061
-0.717,0.175,0.700,5.981,58.838,-0.610
-0.717,0.160,0.728,2.380,58.594,-0.916
-0.713,0.167,0.736,-1.709,60.059,-0.305
-0.709,0.181,0.743,-3.784,62.439,1.282
-0.703,0.188,0.748,-3.845,64.392,2.319
-0.695,0.188,0.753,-2.930,66.223,2.441
-0.688,0.177,0.768,-2.380,67.993,2.686
-0.680,0.164,0.777,-3.540,69.397,2.625
-0.670,0.153,0.784,-7.019,70.740,2.625
-0.658,0.141,0.795,-13.184,71.838,2.075
-0.645,0.139,0.799,-21.179,72.083,1.587
-0.639,0.149,0.793,-30.029,72.571,1.099
-0.634,0.157,0.793,-36.194,72.937,1.038
-0.628,0.188,0.797,-39.551,73.486,1.282
-0.626,0.222,0.799,-39.734,74.829,1.099
-0.619,0.253,0.804,-35.522,76.050,0.916
-0.612,0.275,0.798,-27.893,78.125,0.549

0.518,1.001,-1.099,-4.639,-25.696,-31.494
0.493,0.963,-1.206,-0.366,-43.762,-42.847
0.474,0.912,-1.314,1.709,-66.101,-51.880
0.482,0.851,-1.392,0.488,-92.590,-58.533
0.467,0.789,-1.406,-2.869,-122.070,-65.125
0.422,0.721,-1.373,-5.981,-152.161,-72.266
0.369,0.658,-1.301,-6.897,-179.810,-78.369
0.328,0.597,-1.225,-3.906,-202.820,-82.581
0.271,0.547,-1.148,4.822,-221.375,-84.412
0.232,0.481,-1.083,18.982,-235.046,-84.961
0.220,0.398,-1.038,32.837,-245.605,-84.473
0.247,0.354,-1.026,42.236,-255.554,-82.703
0.253,0.322,-1.016,46.021,-268.005,-80.017
0.271,0.302,-0.986,45.044,-284.119,-76.050
0.251,0.316,-0.926,40.894,-302.979,-73.608
0.191,0.339,-0.852,38.147,-320.923,-72.083
0.150,0.373,-0.763,39.063,-336.487,-70.557
0.109,0.415,-0.682,43.274,-349.976,-69.153
0.073,0.454,-0.596,51.636,-362.427,-68.420
-0.009,0.505,-0.491,63.782,-372.681,-68.726
-0.097,0.524,-0.373,81.604,-377.869,-69.458
-0.177,0.506,-0.245,106.018,-378.540,-69.275
-0.234,0.465,-0.130,131.775,-372.803,-68.420
-0.240,0.390,-0.031,152.466,-360.840,-67.627
-0.221,0.313,0.033,165.222,-346.130,-67.871
-0.199,0.240,0.084,168.823,-334.229,-68.848
-0.203,0.206,0.138,163.147,-324.768,-69.702
-0.262,0.197,0.185,153.992,-316.895,-70.313
-0.299,0.204,0.235,145.203,-308.533,-70.251
-0.340,0.237,0.251,137.512,-300.232,-72.388
-0.368,0.257,0.272,133.301,-293.945,-78.491
-0.416,0.186,0.319,134.277,-295.044,-85.999
-0.472,0.096,0.392,130.310,-298.035,-95.337
-0.552,0.058,0.484,114.380,-301.697,-106.934
-0.633,0.091,0.552,89.294,-305.237,-120.728
-0.739,0.082,0.631,67.017,-310.730,-133.606
-0.805,0.026,0.721,52.673,-313.721,-143.127
-0.835,-0.031,0.784,38.879,-309.814,-148.071
-0.847,-0.071,0.818,20.935,-299.805,-147.827
-0.873,-0.092,0.827,2.075,-287.537,-143.494
-0.916,-0.064,0.814,-14.587,-273.804,-137.512
-0.980,0.003,0.787,-26.489,-260.376,-131.348
-1.058,0.060,0.781,-24.353,-251.465,-124.817
-1.127,0.099,0.763,-5.920,-249.634,-117.920
-1.198,0.112,0.783,20.203,-255.005,-114.136
-1.243,0.051,0.806,41.809,-263.977,-117.493
-1.279,-0.041,0.863,56.763,-273.010,-124.023
-1.316,-0.124,0.929,62.439,-279.663,-130.005
-1.349,-0.183,0.966,58.777,-279.419,-133.118
-1.371,-0.225,0.991,47.729,-272.644,-132.935
-1.382,-0.263,1.001,34.424,-262.512,-128.784
-1.391,-0.267,0.989,19.531,-250.122,-121.521
-1.402,-0.226,0.963,6.592,-237.305,-110.901
-1.424,-0.180,0.956,1.648,-229.492,-99.854
-1.440,-0.158,0.968,7.019,-226.196,-91.003
-1.423,-0.175,0.984,18.616,-223.572,-84.900
-1.393,-0.209,1.003,30.212,-222.290,-80.383
-1.369,-0.252,1.043,34.729,-221.680,-76.904
-1.353,-0.274,1.080,28.320,-217.834,-73.425
-1.320,-0.280,1.097,14.221,-208.801,-68.787
-1.294,-0.268,1.076,-3.052,-195.251,-62.866
-1.246,-0.234,1.011,-21.423,-178.101,-55.664
-1.194,-0.213,0.925,-37.415,-161.011,-47.913
-1.164,-0.164,0.829,-50.781,-146.240,-40.649
-1.181,-0.132,0.692,-61.768,-135.925,-32.288
-1.094,0.029,0.606,-68.481,-132.812,-21.118
-1.095,0.094,0.539,-68.542,-136.780,-12.024
-1.092,0.197,0.489,-65.979,-150.146,-15.564
-1.136,0.224,0.495,-64.758,-164.673,-18.250
-1.186,0.252,0.527,-60.791,-178.894,-20.569
-1.214,0.243,0.620,-52.368,-189.148,-20.630
-1.248,0.195,0.716,-40.894,-196.960,-19.043
-1.269,0.141,0.827,-31.189,-197.327,-15.930
-1.273,0.116,0.914,-26.428,-193.604,-12.146
-1.277,0.125,0.995,-26.428,-186.157,-7.385
-1.269,0.154,1.067,-30.090,-174.316,-3.296
-1.266,0.191,1.118,-34.058,-159.668,-1.160
-1.226,0.210,1.144,-36.194,-143.799,0.610
-1.185,0.214,1.150,-37.659,-126.770,0.122
-1.162,0.207,1.133,-38.940,-109.131,-0.610
-1.132,0.197,1.097,-39.856,-90.637,0.916
-1.090,0.185,1.038,-40.283,-72.632,4.028
-1.065,0.195,0.957,-40.100,-55.054,8.667
-1.023,0.204,0.847,-38.208,-39.551,15.015
-0.984,0.250,0.744,-35.645,-26.978,21.667
-0.987,0.334,0.673,-33.752,-18.677,26.184
-0.996,0.432,0.626,-29.602,-15.442,27.283
-0.982,0.513,0.615,-20.569,-15.869,24.231
-1.001,0.539,0.630,-7.996,-18.494,16.724
-1.006,0.497,0.678,2.930,-21.729,6.958
-1.022,0.419,0.735,9.705,-23.132,-3.113
-1.035,0.316,0.782,11.047,-20.508,-11.719
-1.034,0.230,0.801,6.958,-13.184,-17.212
-1.016,0.198,0.781,-0.427,-2.686,-19.104
-1.000,0.192,0.734,-6.714,8.301,-18.127
-0.979,0.191,0.687,-9.705,17.883,-15.930
-0.973,0.207,0.637,-10.925,25.879,-13.062
-0.976,0.224,0.587,-11.108,32.104,-10.620
-0.977,0.245,0.550,-10.132,37.048,-9.338
-0.973,0.257,0.513,-7.568,40.222,-9.277
-0.969,0.250,0.492,-3.296,41.931,-10.071
-0.975,0.246,0.483,1.770,42.297,-11.169
-0.978,0.230,0.482,7.385,42.725,-12.939
-0.974,0.201,0.484,12.451,44.067,-14.160
-0.969,0.160,0.497,16.113,46.082,-14.160
-0.955,0.123,0.500,16.602,48.889,-13.367
-0.945,0.105,0.493,13.611,52.734,-11.597
-0.938,0.110,0.474,9.521,56.702,-8.667
-0.926,0.122,0.455,5.920,60.242,-5.432
-0.923,0.155,0.454,3.906,63.049,-2.747
-0.930,0.193,0.448,3.601,65.063,-1.526
-0.930,0.211,0.439,6.042,67.200,-1.404
-0.919,0.208,0.443,10.925,69.336,-1.465
-0.914,0.188,0.448,15.503,69.885,-1.587
-0.914,0.166,0.463,18.005,69.580,-1.343
-0.918,0.138,0.480,18.677,68.787,-1.160
-0.915,0.115,0.497,17.029,68.726,-0.916
-0.913,0.102,0.501,14.038,70.313,0.244
-0.903,0.102,0.498,10.803,72.693,2.869

-1.466,0.122,1.373,48.462,-413.574,-179.321
-1.560,-0.070,1.567,70.984,-393.433,-177.673
-1.542,-0.239,1.657,76.599,-356.934,-170.166
-1.469,-0.369,1.624,62.378,-312.561,-160.706
-1.362,-0.370,1.512,36.743,-269.653,-148.743
-1.283,-0.274,1.371,12.085,-238.525,-135.254
-1.259,-0.149,1.230,0.610,-224.060,-126.221
-1.261,-0.063,1.157,4.944,-226.257,-125.854
-1.269,-0.061,1.180,21.973,-238.953,-133.545
-1.308,-0.149,1.229,43.152,-250.122,-143.372
-1.299,-0.292,1.263,64.514,-252.930,-146.118
-1.259,-0.406,1.269,78.552,-247.375,-139.709
-1.224,-0.498,1.232,78.369,-236.084,-128.479
-1.161,-0.543,1.168,63.843,-222.046,-115.845
-1.142,-0.523,1.076,40.039,-208.069,-104.858
-1.124,-0.449,0.985,11.230,-196.899,-96.130
-1.074,-0.366,0.893,-14.160,-191.040,-88.867
-1.048,-0.288,0.860,-28.809,-194.702,-80.017
-1.022,-0.158,0.819,-32.654,-204.285,-69.275
