aX,aY,aZ,gX,gY,gZ
-1.213,0.322,0.867,-38.208,-151.062,-18.372
-1.211,0.299,0.951,-25.208,-146.240,-16.174
-1.254,0.232,1.016,-13.733,-135.376,-13.306
-1.224,0.202,1.069,-7.751,-117.065,-10.986
-1.180,0.191,1.088,-9.399,-94.788,-7.202
-1.161,0.198,1.051,-15.076,-72.388,-3.906
-1.129,0.228,0.995,-21.484,-50.110,-1.953
-1.085,0.262,0.910,-26.367,-30.823,-1.282
-1.043,0.284,0.824,-27.466,-17.334,-0.854
-1.010,0.297,0.754,-26.306,-8.423,-0.793
-0.996,0.323,0.696,-24.841,-1.953,-0.122
-0.998,0.347,0.643,-21.729,2.808,0.793
-0.996,0.370,0.592,-16.418,6.958,0.977
-0.999,0.363,0.561,-9.155,9.888,0.305
-0.990,0.344,0.533,-2.502,12.146,-0.732
-0.981,0.318,0.514,2.869,13.367,-1.343
-0.974,0.286,0.502,7.568,13.123,-2.014
-0.962,0.245,0.500,11.475,12.207,-2.747
-0.950,0.216,0.491,12.817,12.085,-2.930
-0.938,0.203,0.484,11.047,12.939,-2.136
-0.928,0.204,0.477,7.446,13.367,-1.404
-0.923,0.221,0.472,4.211,13.672,-0.793
-0.931,0.233,0.466,2.441,14.709,-0.061
-0.942,0.244,0.462,2.869,16.418,0.488
-0.944,0.241,0.450,4.395,19.409,0.427
-0.939,0.232,0.436,5.981,23.071,0.061
-0.928,0.229,0.427,7.141,26.428,0.549
-0.929,0.221,0.406,7.141,28.687,0.366
-0.924,0.211,0.393,7.141,30.701,0.000
-0.917,0.202,0.377,7.080,32.410,0.183
-0.899,0.207,0.355,5.432,32.593,0.549
-0.890,0.219,0.339,2.075,31.128,0.061
-0.886,0.236,0.317,-0.610,28.870,-0.977
-0.883,0.247,0.303,-1.282,26.428,-1.526
-0.885,0.246,0.299,0.488,23.865,-1.526
-0.891,0.235,0.299,3.479,21.118,-1.343
-0.898,0.220,0.312,6.409,18.738,-1.038
-0.912,0.208,0.333,8.118,17.395,-1.038
-0.920,0.199,0.342,8.728,17.578,-1.221
-0.913,0.189,0.340,8.545,20.020,-1.160
-0.896,0.192,0.334,7.446,23.682,-0.061
-0.882,0.205,0.317,5.127,26.123,1.526
-0.867,0.224,0.303,3.296,27.161,2.625
-0.867,0.231,0.292,2.930,26.794,3.113
-0.861,0.233,0.302,3.723,24.109,3.235
-0.867,0.233,0.319,4.883,20.691,2.991
-0.878,0.230,0.326,6.165,18.616,2.625
-0.870,0.221,0.341,7.446,17.151,2.930
-0.873,0.219,0.357,7.019,16.052,3.174
-0.882,0.222,0.368,5.493,15.442,3.052
-0.891,0.225,0.374,4.272,15.991,2.563
-0.886,0.223,0.371,3.418,18.494,2.197
-0.877,0.227,0.361,2.930,21.729,2.686
-0.871,0.232,0.343,2.441,25.024,3.906
-0.859,0.250,0.321,1.160,28.564,4.944
-0.846,0.279,0.298,0.000,30.273,5.798
-0.830,0.299,0.274,0.671,29.358,6.042
-0.821,0.310,0.275,2.441,25.635,4.822
-0.817,0.303,0.287,3.784,19.409,2.258
-0.820,0.285,0.315,4.761,12.390,-0.244
-0.830,0.270,0.354,5.493,6.287,-1.526
-0.850,0.262,0.385,5.920,2.991,-2.136
-0.861,0.258,0.410,6.775,2.502,-1.892
-0.863,0.246,0.428,7.751,4.089,-0.854
-0.863,0.244,0.439,7.263,6.714,0.427
-0.862,0.249,0.436,5.310,9.277,1.343
-0.862,0.257,0.429,3.052,11.230,1.648
-0.859,0.266,0.428,1.282,12.390,1.221
-0.859,0.268,0.431,0.732,12.756,0.488
-0.856,0.262,0.439,1.038,12.512,-0.183
-0.858,0.252,0.450,2.380,12.390,-0.427
-0.862,0.246,0.465,3.906,12.329,0.061
-0.869,0.242,0.476,5.554,13.245,0.610
-0.872,0.224,0.477,7.385,15.381,1.160
-0.863,0.218,0.470,7.629,18.799,2.197
-0.852,0.221,0.458,5.432,21.667,3.174

0.888,0.880,-0.799,8.728,-53.040,-48.950
0.842,0.845,-0.828,0.488,-72.083,-57.373
0.768,0.812,-0.849,-8.423,-90.942,-63.110
0.685,0.788,-0.854,-16.052,-108.154,-65.613
0.600,0.777,-0.853,-20.935,-122.375,-65.857
0.530,0.776,-0.854,-23.071,-132.385,-65.735
0.485,0.760,-0.867,-20.996,-139.526,-66.895
0.433,0.732,-0.901,-15.015,-145.569,-68.970
0.387,0.666,-0.963,-5.737,-151.123,-72.021
0.329,0.581,-1.048,5.615,-158.081,-75.439
0.280,0.476,-1.137,15.442,-165.955,-78.247
0.251,0.368,-1.226,20.386,-175.781,-80.505
0.227,0.315,-1.336,20.569,-189.270,-82.153
0.229,0.282,-1.437,16.602,-208.313,-81.970
0.258,0.284,-1.478,9.338,-235.840,-80.505
0.236,0.292,-1.447,-0.549,-273.010,-80.383
0.107,0.356,-1.359,-9.460,-316.772,-82.825
-0.064,0.417,-1.213,-10.742,-361.938,-84.534
-0.262,0.432,-1.020,0.366,-401.978,-85.388
-0.502,0.431,-0.792,20.569,-432.983,-86.060
-0.682,0.403,-0.554,43.335,-451.843,-84.961
-0.815,0.368,-0.312,65.308,-455.627,-80.627
-0.883,0.367,-0.096,83.069,-445.557,-73.486
-0.925,0.415,0.080,97.778,-429.443,-64.270
-0.953,0.460,0.209,117.432,-413.696,-56.152
-0.980,0.495,0.332,145.020,-400.574,-53.528
-1.029,0.423,0.483,175.537,-393.860,-60.608
-1.112,0.221,0.650,199.463,-391.296,-77.148
-1.202,-0.016,0.825,206.238,-386.230,-98.694
-1.206,-0.186,0.987,185.791,-374.756,-122.375
-1.206,-0.262,1.080,143.127,-359.436,-143.066
-1.230,-0.318,1.147,99.792,-346.680,-157.959
-1.247,-0.341,1.207,65.613,-339.050,-166.138
-1.277,-0.320,1.240,35.156,-328.064,-168.762
-1.305,-0.265,1.248,12.207,-314.575,-166.870
-1.328,-0.201,1.240,3.052,-301.147,-162.231
-1.370,-0.203,1.225,10.437,-290.833,-157.227
-1.391,-0.271,1.237,26.855,-280.884,-151.794
-1.354,-0.333,1.216,38.086,-266.357,-146.301
-1.303,-0.389,1.175,41.260,-251.465,-141.296
-1.258,-0.434,1.146,41.870,-241.150,-134.827
-1.221,-0.464,1.126,39.917,-234.375,-126.282
-1.194,-0.448,1.108,32.349,-226.501,-116.272
-1.181,-0.384,1.073,21.057,-217.896,-106.323
-1.180,-0.313,1.061,12.878,-213.135,-99.304
-1.191,-0.257,1.079,11.841,-213.684,-95.825
-1.190,-0.233,1.098,16.113,-214.172,-94.238
-1.171,-0.232,1.126,22.705,-211.792,-91.614
-1.142,-0.249,1.145,26.367,-206.055,-88.440
-1.094,-0.265,1.138,23.254,-195.923,-85.449
-1.046,-0.279,1.099,13.367,-182.251,-81.909
-1.000,-0.263,1.035,-0.610,-167.175,-77.271
-0.966,-0.217,0.960,-16.907,-153.137,-71.533
-0.943,-0.168,0.862,-29.602,-144.592,-65.552
-0.940,-0.106,0.807,-36.743,-142.212,-59.937
-0.944,-0.051,0.760,-39.673,-142.517,-55.237
-0.962,-0.011,0.712,-38.208,-145.691,-52.979
-1.002,0.004,0.692,-32.593,-150.879,-51.697
-1.057,-0.006,0.687,-26.978,-157.166,-50.049
-1.046,0.082,0.697,-21.851,-167.053,-49.194
-1.174,0.018,0.779,-18.066,-176.575,-42.969
-1.176,0.038,0.859,-9.644,-189.270,-43.579
-1.194,0.008,0.947,-6.287,-194.458,-44.250
-1.200,0.017,1.000,-10.010,-191.345,-43.335
-1.228,0.030,1.025,-15.137,-183.533,-41.016
-1.239,0.038,1.043,-21.301,-170.654,-38.940
-1.209,0.034,1.035,-28.748,-155.579,-37.842
-1.160,0.047,1.003,-37.292,-139.709,-35.889
-1.107,0.076,0.961,-45.776,-125.854,-32.227
-1.071,0.115,0.901,-51.819,-114.136,-26.978
-1.031,0.151,0.852,-53.955,-104.492,-21.301
-0.996,0.196,0.791,-52.429,-98.389,-15.808
-0.993,0.243,0.743,-49.744,-94.666,-11.353
-0.995,0.303,0.723,-48.035,-92.346,-7.690
-1.005,0.356,0.719,-46.326,-93.567,-5.615
-1.025,0.391,0.740,-44.128,-96.924,-6.409
-1.050,0.401,0.776,-41.870,-98.633,-10.376
-1.074,0.394,0.834,-38.025,-97.961,-15.625
-1.089,0.366,0.876,-32.959,-93.567,-21.118
-1.090,0.340,0.902,-27.649,-83.984,-24.414
-1.076,0.301,0.927,-21.973,-71.899,-24.719
-1.064,0.269,0.935,-17.334,-58.899,-24.414
-1.067,0.234,0.932,-13.916,-45.532,-23.376
-1.067,0.195,0.912,-11.414,-31.860,-21.179
-1.056,0.176,0.869,-10.559,-16.907,-18.005
-1.037,0.179,0.799,-11.230,-2.380,-14.526
-1.013,0.197,0.720,-10.559,9.949,-10.681
-0.999,0.213,0.644,-6.165,19.836,-7.324
-0.976,0.206,0.583,1.282,26.672,-5.493
-0.952,0.187,0.536,9.460,31.372,-5.005
-0.931,0.157,0.498,16.235,34.363,-5.249
-0.916,0.146,0.470,19.409,36.560,-4.639
-0.909,0.140,0.445,18.372,37.292,-3.845
-0.901,0.141,0.427,15.686,36.743,-3.357
-0.896,0.135,0.421,13.000,35.278,-3.174
-0.905,0.133,0.417,10.376,33.752,-3.113
-0.896,0.141,0.413,7.446,32.043,-2.258
-0.907,0.157,0.424,5.798,31.006,-1.465
-0.913,0.167,0.424,5.737,31.555,-1.526
-0.909,0.165,0.423,7.080,33.020,-1.099
-0.907,0.160,0.423,8.606,35.461,-0.183
-0.908,0.166,0.422,8.850,38.025,1.160
-0.901,0.173,0.420,8.728,40.161,2.136
-0.901,0.175,0.417,9.033,40.894,2.808
-0.893,0.175,0.427,9.460,40.466,3.174
-0.885,0.179,0.440,9.644,39.429,3.357
-0.882,0.177,0.452,10.254,38.025,3.052
-0.888,0.183,0.468,10.986,37.354,3.479
-0.898,0.190,0.471,11.902,37.720,3.967
-0.907,0.195,0.471,13.000,39.917,4.150
-0.908,0.190,0.471,14.648,42.908,4.395
-0.903,0.174,0.470,16.296,46.265,4.578
-0.897,0.173,0.468,16.113,49.622,4.761
-0.888,0.164,0.456,14.099,52.063,5.615
-0.868,0.166,0.451,11.841,54.016,6.226
-0.857,0.170,0.444,9.644,55.298,6.897
-0.839,0.175,0.435,8.606,55.298,8.057
-0.836,0.184,0.442,8.789,54.138,9.827
-0.830,0.200,0.446,9.277,52.856,10.925

-1.350,-0.228,0.962,-2.808,-266.968,-130.798
-1.351,-0.237,0.949,-0.610,-257.935,-119.934
-1.338,-0.264,0.943,0.671,-249.634,-108.032
-1.312,-0.278,0.939,-1.892,-242.249,-96.802
-1.314,-0.266,0.911,-8.972,-233.826,-88.623
-1.302,-0.262,0.884,-19.531,-226.501,-79.834
-1.290,-0.234,0.850,-33.264,-219.971,-70.679
-1.299,-0.211,0.806,-51.880,-214.905,-61.890
-1.302,-0.027,0.784,-73.181,-210.510,-51.697
-1.288,0.074,0.797,-86.365,-208.496,-40.344
-1.298,0.158,0.757,-87.708,-215.454,-40.283
-1.332,0.243,0.833,-87.646,-213.684,-40.649
-1.371,0.314,0.818,-82.153,-213.562,-39.978
-1.338,0.330,0.914,-71.350,-206.726,-37.292
-1.329,0.325,0.964,-55.603,-201.294,-36.682
-1.324,0.274,1.017,-35.950,-193.054,-37.292
-1.290,0.204,1.081,-17.700,-180.786,-36.377
-1.242,0.115,1.117,-3.662,-166.382,-33.875
-1.196,0.043,1.135,3.967,-149.719,-29.663
-1.152,0.002,1.132,4.333,-132.080,-23.926
-1.089,-0.013,1.117,-1.465,-115.417,-16.602
-1.059,0.032,1.092,-11.536,-98.389,-9.949
-1.053,0.109,1.039,-22.766,-81.543,-4.028
-1.039,0.189,0.987,-30.090,-67.261,0.244
-1.004,0.252,0.931,-33.081,-55.786,3.662
-0.990,0.299,0.886,-32.410,-47.791,4.822
-0.986,0.334,0.857,-28.687,-42.419,4.089
-0.974,0.339,0.834,-23.010,-38.330,2.258
-0.970,0.331,0.824,-16.541,-34.668,0.488
-0.947,0.303,0.802,-10.864,-30.579,-0.671
-0.926,0.281,0.769,-6.958,-25.635,-1.343
-0.917,0.281,0.745,-6.409,-21.667,-0.366
-0.920,0.308,0.720,-8.911,-19.836,0.610
-0.924,0.341,0.709,-11.108,-19.470,0.183
-0.930,0.374,0.700,-10.620,-19.714,-1.282
-0.936,0.384,0.697,-6.470,-20.020,-3.540
-0.939,0.360,0.708,0.793,-20.264,-7.263
-0.942,0.311,0.721,8.179,-18.677,-10.925
-0.944,0.253,0.724,13.306,-14.954,-12.512
-0.941,0.208,0.716,14.648,-10.132,-12.146
-0.941,0.183,0.706,12.634,-5.066,-11.597
-0.938,0.177,0.691,8.362,-0.427,-11.108
-0.936,0.180,0.663,4.761,4.517,-10.681
-0.931,0.184,0.635,3.723,9.766,-9.949
-0.920,0.182,0.600,5.005,14.282,-8.972
-0.906,0.170,0.562,7.446,18.372,-8.118
-0.893,0.156,0.531,10.498,21.362,-6.836
-0.888,0.141,0.507,12.207,23.071,-5.432
-0.894,0.140,0.492,12.085,24.536,-4.639
-0.896,0.135,0.479,10.925,25.452,-4.089
-0.893,0.137,0.467,9.949,26.855,-3.235
-0.893,0.142,0.449,8.972,28.931,-2.014
-0.891,0.143,0.427,8.972,30.823,-1.221
-0.888,0.149,0.404,10.071,32.654,0.000
-0.886,0.151,0.387,12.085,33.936,1.526
-0.885,0.135,0.368,14.648,34.851,2.808
-0.879,0.120,0.357,15.869,35.767,4.395
-0.872,0.118,0.353,14.404,35.950,6.287
-0.868,0.126,0.344,10.254,35.095,7.385
-0.858,0.138,0.344,6.287,33.752,8.301
-0.850,0.153,0.339,3.174,32.227,8.972
-0.837,0.175,0.332,1.221,30.945,10.315
-0.839,0.202,0.335,0.488,28.809,11.353
-0.847,0.223,0.342,0.671,25.940,11.414
-0.848,0.232,0.359,2.441,23.010,10.376
-0.855,0.227,0.387,4.883,20.569,8.728
-0.856,0.217,0.409,6.531,19.043,7.202
-0.858,0.203,0.426,6.653,18.799,6.409
-0.857,0.199,0.443,6.165,19.043,6.775
-0.861,0.208,0.459,4.517,19.897,7.446
-0.870,0.224,0.464,3.479,20.630,7.629
-0.875,0.231,0.474,4.517,21.790,7.507
-0.875,0.225,0.489,6.958,23.315,7.690
-0.877,0.219,0.500,8.911,24.902,8.057
-0.878,0.211,0.509,10.071,26.978,8.240
-0.876,0.205,0.517,10.925,28.870,8.545
-0.876,0.201,0.526,11.780,30.701,8.667
-0.876,0.198,0.533,12.268,32.776,9.155
-0.872,0.197,0.535,13.184,35.645,9.827
-0.867,0.196,0.535,13.916,38.635,10.986
-0.863,0.200,0.534,14.221,41.382,12.207
-0.857,0.201,0.533,14.648,44.006,13.123
-0.849,0.195,0.538,15.320,45.837,13.794
-0.838,0.181,0.546,15.808,46.936,14.099
-0.834,0.168,0.556,15.198,47.180,14.648
-0.832,0.158,0.569,13.367,47.241,15.076
-0.830,0.159,0.578,10.071,47.546,15.381
-0.834,0.184,0.585,6.714,48.218,15.808
-0.839,0.214,0.586,5.310,49.927,16.113
-0.835,0.226,0.588,7.446,51.758,15.686
-0.829,0.221,0.599,11.719,53.711,15.076
-0.816,0.206,0.608,14.954,54.932,14.221
-0.812,0.184,0.620,16.907,55.115,13.245
-0.812,0.170,0.631,17.151,54.871,12.207
-0.806,0.151,0.640,16.357,55.237,11.292
-0.796,0.131,0.642,14.709,55.969,10.498
-0.785,0.117,0.644,12.024,56.885,10.742
-0.774,0.116,0.642,8.667,57.922,12.146
-0.766,0.128,0.638,5.737,58.411,13.611
-0.762,0.153,0.640,4.517,58.838,15.198
-0.758,0.174,0.648,5.127,59.021,15.991
-0.753,0.177,0.661,7.385,58.411,15.747
-0.750,0.170,0.681,10.498,57.861,14.954
-0.749,0.163,0.700,11.780,57.617,13.916
-0.748,0.148,0.714,11.658,57.922,12.756
-0.742,0.129,0.723,10.193,58.411,11.658
-0.735,0.106,0.731,7.629,59.326,10.864
-0.731,0.081,0.742,4.211,59.937,10.254
-0.725,0.063,0.757,-0.549,61.096,10.071
-0.717,0.072,0.771,-6.348,62.988,10.559
-0.713,0.113,0.774,-11.353,65.796,11.902
-0.712,0.146,0.774,-11.719,68.604,13.794
-0.709,0.160,0.779,-7.385,70.679,15.564
-0.698,0.155,0.786,-2.380,72.449,17.029
-0.688,0.136,0.790,1.648,73.608,17.700
-0.681,0.116,0.798,2.869,74.097,17.456
-0.677,0.088,0.809,1.343,74.219,16.724
-0.666,0.059,0.820,-2.808,74.036,15.808
-0.660,0.043,0.848,-9.521,74.585,14.771

0.635,0.917,-1.099,12.146,-75.745,-40.466
0.560,0.896,-1.134,7.935,-96.252,-57.922
0.459,0.837,-1.152,7.263,-116.577,-74.280
0.345,0.754,-1.164,11.719,-135.498,-86.487
0.245,0.673,-1.190,18.372,-151.917,-93.994
0.151,0.587,-1.251,25.940,-167.175,-98.755
0.068,0.494,-1.328,34.424,-181.641,-102.417
0.019,0.417,-1.403,41.016,-195.801,-105.957
0.008,0.362,-1.464,46.631,-214.050,-108.459
0.003,0.316,-1.498,51.270,-240.295,-111.389
-0.039,0.305,-1.470,51.514,-275.269,-116.821
-0.118,0.318,-1.385,45.044,-315.002,-125.305
-0.278,0.314,-1.246,40.771,-355.957,-133.179
-0.468,0.282,-1.023,43.518,-392.456,-136.658
-0.683,0.206,-0.786,49.927,-417.114,-137.085
-0.845,0.135,-0.579,56.274,-426.941,-131.714
-0.891,0.084,-0.423,60.242,-422.913,-119.995
-0.855,0.093,-0.319,62.866,-410.889,-103.699
-0.795,0.142,-0.193,66.162,-397.217,-83.801
-0.815,0.205,-0.034,73.547,-386.475,-67.139
-0.873,0.244,0.125,87.036,-377.869,-57.495
-0.911,0.329,0.276,103.394,-369.507,-53.894
-0.875,0.444,0.387,116.760,-367.310,-61.768
-0.770,0.520,0.372,122.375,-377.930,-86.548
-0.771,0.493,0.417,115.662,-405.640,-127.991
-0.923,0.397,0.508,99.854,-444.092,-171.753
-1.164,0.317,0.704,85.876,-479.797,-203.430
-1.403,0.239,1.019,80.139,-499.268,-222.656
-1.701,0.017,1.495,86.243,-498.352,-232.361
-1.930,-0.286,2.006,96.619,-465.454,-228.333
-1.892,-0.571,2.294,94.116,-399.963,-209.290
-1.674,-0.802,2.313,69.641,-326.477,-182.617
-1.432,-0.843,2.163,25.330,-261.719,-155.823
-1.275,-0.696,1.971,-17.822,-216.492,-131.226
-1.157,-0.517,1.799,-39.001,-202.454,-114.990
-1.094,-0.452,1.723,-46.326,-210.449,-113.403
-1.067,-0.394,1.689,-49.744,-217.834,-114.502
-1.043,-0.313,1.662,-42.297,-219.055,-107.178
-1.034,-0.245,1.625,-25.269,-216.614,-93.445
-1.025,-0.228,1.562,-10.803,-208.679,-80.566
-0.990,-0.183,1.469,-6.897,-194.885,-72.693
-0.909,-0.138,1.334,-12.207,-179.260,-69.153
-0.861,-0.121,1.188,-19.226,-168.091,-66.711
-0.785,-0.025,1.099,-22.095,-161.621,-62.439
-0.778,0.048,1.012,-16.479,-161.560,-53.406
-0.778,0.048,0.973,-1.648,-167.053,-51.453
-0.793,0.010,0.958,9.521,-180.054,-58.044
-0.820,-0.035,0.946,8.118,-189.575,-65.735
-0.840,-0.061,0.936,1.526,-194.641,-69.580
-0.860,-0.070,0.928,-3.418,-195.496,-67.078
-0.898,-0.062,0.907,-7.080,-193.176,-61.279
-0.940,-0.045,0.877,-10.742,-189.514,-56.458
-0.962,-0.049,0.862,-13.611,-186.584,-52.856
-0.985,-0.062,0.843,-14.343,-185.120,-50.232
-0.999,-0.088,0.842,-15.503,-184.204,-46.875
-0.998,-0.108,0.846,-18.311,-182.983,-41.992
-1.014,-0.100,0.849,-23.376,-181.030,-36.133
-1.040,-0.065,0.846,-30.884,-178.467,-29.846
-1.069,0.004,0.855,-40.405,-175.110,-24.292
-1.089,0.086,0.858,-48.950,-170.166,-21.057
-1.108,0.155,0.841,-53.345,-162.659,-20.264
-1.095,0.182,0.827,-51.636,-153.442,-19.226
-1.062,0.191,0.815,-47.119,-144.653,-17.029
-1.032,0.193,0.807,-44.067,-137.512,-14.343
-1.013,0.187,0.805,-42.725,-132.141,-11.841
-1.004,0.189,0.820,-42.175,-128.052,-9.460
-0.996,0.208,0.842,-43.579,-124.390,-7.446
-0.992,0.244,0.856,-45.288,-120.056,-5.188
-1.020,0.296,0.877,-44.617,-114.868,-2.808
-1.035,0.335,0.892,-40.161,-106.873,-1.953
-1.033,0.354,0.909,-32.715,-96.497,-1.953
-1.018,0.344,0.929,-24.170,-85.693,-2.441
-1.000,0.309,0.940,-17.639,-74.646,-3.601
-0.986,0.264,0.951,-13.977,-64.148,-4.517
-0.963,0.258,0.947,-14.404,-53.345,-4.822
-0.956,0.277,0.916,-17.029,-42.847,-4.456
-0.953,0.304,0.865,-16.357,-32.104,-3.235
-0.940,0.340,0.795,-11.414,-21.484,-1.709
-0.933,0.366,0.741,-4.639,-13.184,-0.366
-0.926,0.366,0.700,2.502,-8.301,-1.160
-0.920,0.340,0.682,8.667,-5.920,-4.028
-0.914,0.296,0.682,13.306,-5.188,-7.568
-0.915,0.237,0.686,15.564,-4.517,-10.620
-0.923,0.169,0.697,15.991,-2.686,-12.390
-0.921,0.125,0.696,13.428,0.854,-12.390
-0.917,0.105,0.688,8.240,6.653,-10.620
-0.922,0.105,0.665,2.136,13.367,-8.667
-0.919,0.129,0.619,-2.625,21.729,-6.897
-0.926,0.166,0.563,-4.761,30.334,-4.456
-0.920,0.175,0.505,-2.625,37.476,-2.197
-0.897,0.176,0.461,2.380,42.969,-0.671
-0.880,0.165,0.433,6.775,45.227,1.404
-0.875,0.147,0.420,9.827,44.495,2.869
-0.873,0.139,0.423,11.169,41.992,2.808
-0.867,0.135,0.432,11.475,38.940,1.953
-0.875,0.121,0.437,12.024,36.926,1.465
-0.869,0.116,0.449,13.062,36.743,2.197
-0.871,0.126,0.452,13.428,38.086,4.150
-0.881,0.112,0.447,13.916,40.222,6.104
-0.878,0.107,0.439,14.343,43.396,7.751
-0.866,0.103,0.427,13.489,46.326,9.888
-0.853,0.110,0.419,11.597,47.668,11.841
-0.841,0.126,0.416,9.338,47.363,13.184
-0.835,0.144,0.418,7.690,45.166,14.038
-0.833,0.173,0.431,6.653,42.053,13.855
-0.840,0.207,0.437,6.592,39.246,12.695
-0.840,0.213,0.446,9.094,36.926,10.620
-0.837,0.210,0.465,12.573,35.461,8.850
-0.840,0.195,0.480,15.137,34.973,8.118
-0.838,0.165,0.493,15.991,34.973,7.690
-0.829,0.149,0.506,13.611,36.011,8.179
-0.818,0.150,0.513,8.545,37.231,9.521
-0.813,0.175,0.523,2.930,38.208,11.047
-0.813,0.216,0.537,-1.282,39.063,12.756
-0.813,0.258,0.553,-2.625,39.795,13.794
-0.810,0.303,0.568,-0.916,40.283,13.794
-0.811,0.323,0.591,3.662,40.039,12.085
-0.821,0.317,0.620,10.254,39.246,9.216
-0.834,0.289,0.653,16.968,39.856,6.226

-1.231,0.042,1.302,136.963,-336.670,-109.497
-1.191,-0.064,1.358,120.178,-328.491,-124.268
-1.212,-0.167,1.359,85.938,-321.899,-139.465
-1.219,-0.234,1.350,50.476,-315.308,-147.156
-1.204,-0.224,1.330,19.836,-306.274,-146.423
-1.206,-0.116,1.301,-4.456,-293.579,-139.282
-1.253,-0.004,1.289,-13.428,-281.311,-128.235
-1.319,0.039,1.307,-5.005,-270.874,-117.310
-1.334,0.046,1.309,11.963,-257.874,-108.398
-1.330,0.023,1.294,31.982,-246.399,-101.563
-1.328,-0.049,1.293,51.880,-242.493,-99.792
-1.302,-0.177,1.313,61.707,-241.516,-103.394
-1.257,-0.285,1.318,57.068,-240.173,-107.727
-1.205,-0.365,1.287,39.551,-234.070,-106.995
-1.171,-0.412,1.197,15.320,-221.619,-99.670
-1.053,-0.293,1.077,-11.902,-204.529,-86.365
-1.040,-0.206,0.956,-35.950,-190.918,-67.688
-1.019,-0.067,0.854,-51.208,-187.439,-57.983
-1.052,0.062,0.792,-59.509,-191.772,-52.490
-1.109,0.144,0.788,-51.392,-201.721,-49.744
-1.163,0.128,0.860,-26.184,-213.745,-47.485
-1.228,0.055,0.963,1.160,-222.473,-46.265
-1.239,-0.030,1.061,17.700,-224.915,-46.265
-1.240,-0.092,1.123,19.165,-221.741,-46.631
-1.252,-0.135,1.167,8.667,-212.830,-44.800
-1.230,-0.112,1.177,-7.996,-197.693,-41.626
-1.189,-0.095,1.147,-24.902,-177.734,-36.621
-1.126,-0.055,1.077,-36.743,-159.607,-30.701
-1.071,0.012,0.999,-45.776,-143.677,-23.193
-1.035,0.100,0.938,-51.453,-131.897,-15.015
-0.995,0.167,0.898,-52.612,-125.977,-9.888
-0.984,0.224,0.887,-49.927,-123.535,-9.033
-0.978,0.256,0.885,-44.556,-123.413,-9.949
-0.984,0.251,0.911,-36.133,-125.671,-11.414
-0.988,0.231,0.964,-28.259,-127.502,-13.794
-1.002,0.214,1.003,-22.888,-125.732,-15.991
-1.031,0.203,1.064,-18.555,-120.117,-15.686
-1.028,0.185,1.098,-14.648,-109.009,-14.587
-1.010,0.180,1.116,-13.123,-94.177,-11.719
-0.971,0.198,1.098,-14.221,-78.247,-7.629
-0.953,0.211,1.065,-15.442,-63.477,-4.395
-0.925,0.228,1.033,-14.832,-51.147,-1.709
-0.900,0.256,1.000,-14.832,-41.565,0.305
-0.885,0.274,0.974,-13.977,-34.302,1.587
-0.881,0.286,0.960,-11.719,-27.771,2.136
-0.885,0.302,0.948,-9.277,-22.095,2.991
-0.896,0.319,0.923,-7.568,-15.442,2.502
-0.898,0.329,0.889,-6.165,-7.751,1.038
-0.897,0.339,0.848,-4.700,-0.732,-0.732
-0.895,0.332,0.793,-1.282,5.371,-2.380
-0.876,0.300,0.756,4.883,10.376,-3.784
-0.865,0.254,0.732,11.047,13.794,-4.700
-0.863,0.205,0.712,14.954,16.357,-5.554
-0.864,0.157,0.695,14.771,19.104,-5.310
-0.842,0.142,0.667,9.399,22.583,-4.150
-0.835,0.145,0.654,1.526,26.672,-3.052
-0.845,0.194,0.605,-5.249,27.588,-2.319
-0.854,0.236,0.552,-8.728,30.334,-2.197
-0.859,0.265,0.527,-7.324,33.081,-2.991
-0.865,0.271,0.500,-1.465,34.973,-3.845
-0.853,0.242,0.496,6.287,35.767,-5.188
-0.854,0.181,0.489,13.855,33.875,-6.653
-0.846,0.125,0.494,15.991,34.912,-6.470
-0.841,0.086,0.494,13.672,35.950,-4.822
-0.835,0.078,0.490,8.362,36.133,-2.258
-0.835,0.112,0.479,2.197,36.926,0.244
-0.836,0.167,0.458,-2.319,38.330,2.502
-0.831,0.220,0.443,-2.197,39.490,4.028
-0.826,0.242,0.448,2.197,39.429,4.822
-0.828,0.251,0.463,8.850,38.513,4.761
-0.836,0.225,0.483,16.846,37.598,3.906
-0.836,0.176,0.503,23.926,37.415,3.723
-0.832,0.138,0.510,25.635,38.452,4.578
-0.829,0.127,0.516,22.217,39.856,5.981
-0.823,0.135,0.516,15.137,41.260,6.470
-0.813,0.158,0.513,7.935,42.114,6.714
-0.806,0.177,0.512,3.296,42.053,6.531
-0.798,0.195,0.525,2.319,41.565,6.470
-0.797,0.216,0.539,3.540,40.466,6.714
-0.803,0.226,0.557,7.446,39.612,7.019
-0.803,0.219,0.583,12.390,38.940,7.019
-0.811,0.207,0.616,16.602,38.696,7.019
-0.824,0.196,0.651,18.188,39.490,6.592
-0.835,0.182,0.682,17.700,42.053,5.920
-0.837,0.162,0.701,15.808,46.021,5.249
-0.830,0.146,0.707,13.367,51.086,5.554
-0.821,0.127,0.701,10.437,56.274,6.958
-0.807,0.113,0.688,7.141,61.279,9.216
-0.793,0.118,0.672,3.418,65.979,12.207
-0.776,0.138,0.657,-0.305,69.702,15.686
